Feedback_ID,Customer_ID,Response_Date,Source_Type,Customer_Service,Banking_Products,Transaction_Process,Digital_Banking,ATM_services,Complaints_and_Resolution,Financial_Advice,Security_and_Privacy,Account_Management,Fees_and_Pricing,NPS
FD_2564,C_1172,12-07-21,Telephonic,5,2,5,3,4,5,4,3,4,4,2
FD_2565,C_0065,13-07-21,Telephonic,1,2,2,4,3,1,5,5,3,1,6
FD_2566,C_1118,14-07-21,Mail,2,4,1,3,1,4,2,3,3,1,8
FD_2567,C_0312,14-07-21,Telephonic,1,3,1,3,5,5,2,1,5,1,8
FD_2568,C_0010,14-07-21,Telephonic,3,5,5,5,4,4,3,5,2,2,7
FD_2569,C_0145,15-07-21,Telephonic,1,4,4,2,4,2,5,5,5,3,7
FD_2570,C_1137,15-07-21,Online,3,5,1,1,2,4,5,3,1,3,4
FD_2571,C_1026,16-07-21,Online,5,5,1,3,2,2,5,1,1,3,8
FD_2572,C_0111,16-07-21,Mail,5,2,3,4,1,1,5,2,4,4,10
FD_2573,C_1027,17-07-21,Mail,1,5,5,3,3,3,2,4,2,4,9
FD_2574,C_1028,17-07-21,Mail,5,1,2,3,3,2,3,1,5,1,10
FD_2575,C_1193,17-07-21,Mail,4,2,3,2,4,1,2,5,5,5,6
FD_2576,C_1117,17-07-21,Mail,5,4,5,4,3,1,5,5,5,4,4
FD_2577,C_1128,17-07-21,Telephonic,5,5,3,4,1,3,2,2,3,3,7
FD_2578,C_0486,17-07-21,Telephonic,1,3,3,4,5,4,2,2,5,2,10
FD_2579,C_0627,17-07-21,Telephonic,5,2,3,4,3,3,3,4,4,5,1
FD_2580,C_1100,17-07-21,Online,5,1,2,5,2,2,4,5,1,5,1
FD_2581,C_1472,17-07-21,Mail,2,1,3,2,5,5,1,4,1,2,10
FD_2582,C_1169,18-07-21,Online,1,3,1,2,5,4,4,3,1,1,3
FD_2583,C_0187,18-07-21,Telephonic,4,3,3,2,2,1,5,4,4,5,7
FD_2584,C_0564,18-07-21,Telephonic,3,3,3,5,1,1,5,2,3,3,7
FD_2585,C_1109,18-07-21,Online,5,2,3,1,3,2,4,2,3,2,1
FD_2586,C_0289,18-07-21,Online,5,5,4,1,3,3,3,4,1,4,9
FD_2587,C_1170,19-07-21,Telephonic,3,2,1,1,5,4,1,1,5,4,4
FD_2588,C_0428,19-07-21,Telephonic,1,5,1,1,1,3,1,3,2,5,2
FD_2589,C_1423,19-07-21,Telephonic,5,5,1,3,2,1,3,3,2,5,4
FD_2590,C_1171,20-07-21,Telephonic,3,2,2,2,3,1,3,5,4,2,1
FD_2591,C_0519,20-07-21,Online,2,3,3,1,1,5,1,2,5,3,4
FD_2592,C_1435,20-07-21,Telephonic,1,5,4,3,2,2,3,5,5,3,2
FD_2593,C_1172,21-07-21,Telephonic,3,2,5,4,1,5,1,1,5,3,9
FD_2594,C_0902,21-07-21,Mail,3,4,2,3,1,5,4,5,2,4,1
FD_2595,C_1173,22-07-21,Telephonic,4,4,3,5,1,5,4,2,1,1,9
FD_2596,C_1345,22-07-21,Telephonic,4,1,3,4,1,3,1,5,5,3,3
FD_2597,C_1376,22-07-21,Mail,3,4,4,4,1,4,5,3,4,4,6
FD_2598,C_1269,22-07-21,Online,2,4,3,5,3,5,5,1,1,2,4
FD_2599,C_1354,22-07-21,Online,1,3,3,4,3,3,2,4,1,1,3
FD_2600,C_1280,23-07-21,Telephonic,3,2,3,3,3,1,1,5,2,3,10
FD_2601,C_1281,23-07-21,Mail,1,3,1,3,2,3,1,3,5,2,2
FD_2602,C_0344,23-07-21,Telephonic,3,1,5,5,4,2,5,4,2,5,5
FD_2603,C_0964,23-07-21,Mail,4,4,5,5,5,4,2,1,4,5,1
FD_2604,C_1165,24-07-21,Telephonic,3,4,2,3,3,3,5,5,5,3,4
FD_2605,C_0317,24-07-21,Online,3,1,5,1,4,4,5,1,3,2,3
FD_2606,C_0150,25-07-21,Telephonic,4,3,5,3,4,1,3,2,4,5,9
FD_2607,C_0616,25-07-21,Telephonic,2,2,3,3,2,4,5,5,5,4,5
FD_2608,C_0761,25-07-21,Online,5,1,1,4,5,2,5,3,4,1,1
FD_2609,C_1166,26-07-21,Online,5,5,4,1,4,4,5,3,1,5,5
FD_2610,C_1394,26-07-21,Online,3,2,1,1,3,4,4,3,5,3,7
FD_2611,C_1167,27-07-21,Online,4,3,5,5,5,4,1,2,2,4,10
FD_2612,C_0717,27-07-21,Online,3,4,4,3,4,3,1,5,4,5,2
FD_2613,C_1168,28-07-21,Mail,4,4,1,5,5,3,2,2,4,2,10
FD_2614,C_1169,28-07-21,Mail,2,3,1,5,2,1,5,5,3,4,3
FD_2615,C_0937,28-07-21,Telephonic,4,3,1,2,4,3,5,1,1,3,7
FD_2616,C_0025,28-07-21,Mail,2,2,4,3,5,1,1,4,3,2,4
FD_2617,C_1176,29-07-21,Telephonic,1,5,1,1,1,5,1,1,1,2,4
FD_2618,C_1177,29-07-21,Online,2,1,3,5,1,3,3,4,2,3,6
FD_2619,C_0277,29-07-21,Mail,5,2,5,1,2,1,1,3,5,3,6
FD_2620,C_0742,29-07-21,Telephonic,3,5,5,1,3,4,1,2,1,5,7
FD_2621,C_0596,29-07-21,Online,5,3,5,1,2,4,1,4,4,1,9
FD_2622,C_0697,29-07-21,Online,5,1,1,3,2,4,2,3,2,2,6
FD_2623,C_1405,29-07-21,Telephonic,5,5,4,3,1,1,1,2,3,1,9
FD_2624,C_1455,30-07-21,Mail,1,4,5,5,5,5,4,2,2,2,1
FD_2625,C_1443,30-07-21,Telephonic,5,1,1,2,5,1,3,3,1,2,5
FD_2626,C_1444,30-07-21,Online,1,5,2,3,5,1,4,2,5,1,4
FD_2627,C_1169,30-07-21,Mail,3,1,5,4,3,5,2,5,5,5,10
FD_2628,C_0191,30-07-21,Mail,3,5,2,3,5,3,4,1,2,2,9
FD_2629,C_0301,30-07-21,Mail,4,5,5,4,3,1,4,3,1,2,7
FD_2630,C_1112,31-07-21,Telephonic,5,2,5,1,4,1,5,5,3,2,1
FD_2631,C_0624,31-07-21,Online,3,5,1,3,2,1,3,3,5,2,8
FD_2632,C_1287,31-07-21,Online,4,2,3,3,4,2,4,2,1,2,2
FD_2633,C_0251,31-07-21,Telephonic,2,4,1,4,4,3,5,1,4,1,6
FD_2634,C_1480,01-08-21,Online,5,5,3,4,1,1,4,4,1,1,4
FD_2635,C_1113,02-08-21,Mail,2,2,5,1,2,2,3,2,1,4,1
FD_2636,C_0876,02-08-21,Online,5,5,4,1,1,5,3,5,4,4,8
FD_2637,C_1300,02-08-21,Telephonic,4,2,3,4,1,1,3,2,4,4,5
FD_2638,C_1462,02-08-21,Online,5,5,2,4,2,2,2,4,5,2,8
FD_2639,C_1263,03-08-21,Telephonic,2,5,2,1,1,2,3,2,2,3,4
FD_2640,C_0157,04-08-21,Online,5,1,1,1,2,5,3,2,4,4,8
FD_2641,C_0026,04-08-21,Mail,1,5,4,1,5,5,2,2,5,2,4
FD_2642,C_1114,05-08-21,Mail,3,2,5,5,5,4,1,2,1,3,1
FD_2643,C_1065,05-08-21,Mail,5,1,4,3,4,3,5,2,5,3,7
FD_2644,C_0138,05-08-21,Mail,4,1,2,2,5,2,2,4,2,2,4
FD_2645,C_0617,05-08-21,Telephonic,1,5,3,3,1,2,4,4,1,3,6
FD_2646,C_0907,05-08-21,Online,4,3,4,1,2,4,5,2,3,5,4
FD_2647,C_0792,05-08-21,Online,3,4,5,2,4,3,5,1,1,5,9
FD_2648,C_1492,06-08-21,Mail,1,5,5,3,1,3,2,1,4,3,8
FD_2649,C_1493,06-08-21,Mail,1,4,5,4,1,3,5,3,5,1,4
FD_2650,C_1494,06-08-21,Telephonic,3,1,1,5,5,4,5,3,4,3,9
FD_2651,C_0302,06-08-21,Mail,4,3,2,2,2,2,1,4,4,1,6
FD_2652,C_0884,06-08-21,Mail,5,3,1,1,4,1,3,1,2,4,2
FD_2653,C_1198,07-08-21,Telephonic,3,2,3,4,2,3,1,1,3,2,6
FD_2654,C_1199,07-08-21,Mail,2,4,5,3,2,3,5,1,5,2,5
FD_2655,C_1200,07-08-21,Telephonic,5,2,1,2,5,3,4,4,2,4,2
FD_2656,C_1496,07-08-21,Telephonic,5,4,1,1,4,2,5,5,5,2,9
FD_2657,C_0082,07-08-21,Mail,5,5,4,3,3,2,4,3,5,5,2
FD_2658,C_0507,07-08-21,Online,2,4,5,3,2,4,5,3,5,4,1
FD_2659,C_0620,07-08-21,Telephonic,1,1,5,1,1,2,3,3,2,4,2
FD_2660,C_0081,07-08-21,Telephonic,5,3,5,4,3,4,5,4,1,4,4
FD_2661,C_1497,08-08-21,Online,5,1,2,1,5,4,3,3,5,3,1
FD_2662,C_1349,08-08-21,Online,5,2,3,5,1,5,3,4,4,5,9
FD_2663,C_0246,08-08-21,Mail,3,2,1,1,5,3,4,1,3,4,9
FD_2664,C_1350,09-08-21,Mail,5,5,3,2,5,3,5,2,5,1,8
FD_2665,C_1351,09-08-21,Mail,1,1,3,1,1,5,4,4,1,5,6
FD_2666,C_0483,09-08-21,Online,4,4,5,2,2,2,3,2,5,3,6
FD_2667,C_0709,09-08-21,Online,2,2,2,2,1,1,1,4,4,1,3
FD_2668,C_0732,09-08-21,Mail,3,1,1,3,3,3,2,4,1,5,3
FD_2669,C_1033,09-08-21,Mail,3,5,1,3,1,3,5,1,1,2,7
FD_2670,C_0004,09-08-21,Online,2,5,1,4,2,3,5,3,4,5,4
FD_2671,C_1352,10-08-21,Telephonic,5,3,3,4,4,5,5,1,5,2,6
FD_2672,C_1353,10-08-21,Telephonic,4,4,3,3,3,1,5,2,2,5,1
FD_2673,C_1354,10-08-21,Online,2,5,4,3,5,5,2,1,4,5,1
FD_2674,C_0255,10-08-21,Telephonic,4,2,3,3,1,1,3,1,3,4,6
FD_2675,C_0725,10-08-21,Mail,3,5,4,1,4,3,1,4,3,4,4
FD_2676,C_1411,10-08-21,Telephonic,3,3,3,3,4,3,5,1,2,3,4
FD_2677,C_1355,11-08-21,Mail,3,4,3,2,4,1,1,5,4,2,10
FD_2678,C_1356,11-08-21,Mail,3,3,3,4,5,5,3,4,2,1,6
FD_2679,C_1150,11-08-21,Mail,5,4,3,5,2,5,4,3,3,2,1
FD_2680,C_1467,11-08-21,Online,4,2,3,1,5,3,1,3,5,4,8
FD_2681,C_0043,11-08-21,Mail,1,3,5,5,2,3,2,5,1,1,8
FD_2682,C_1271,12-08-21,Online,3,3,4,3,2,1,4,3,1,4,3
FD_2683,C_1272,12-08-21,Mail,4,2,2,1,5,3,2,1,5,2,1
FD_2684,C_0061,12-08-21,Mail,5,5,2,3,1,1,5,2,3,2,10
FD_2685,C_0212,12-08-21,Online,5,5,2,1,2,1,5,1,3,2,6
FD_2686,C_1273,13-08-21,Telephonic,4,3,4,5,5,4,5,3,1,2,1
FD_2687,C_1274,13-08-21,Telephonic,2,4,5,3,5,5,1,2,4,3,5
FD_2688,C_0251,13-08-21,Telephonic,4,5,3,3,5,2,4,1,2,2,5
FD_2689,C_0909,14-08-21,Online,3,4,2,4,3,5,1,5,5,3,5
FD_2690,C_1163,15-08-21,Online,2,4,4,2,1,1,2,2,1,3,1
FD_2691,C_1301,16-08-21,Mail,2,3,1,1,3,2,5,2,5,1,3
FD_2692,C_0141,16-08-21,Mail,3,3,3,1,2,2,3,2,1,1,10
FD_2693,C_0147,16-08-21,Telephonic,4,4,5,3,5,4,2,5,3,3,8
FD_2694,C_0329,16-08-21,Online,5,4,1,5,2,3,4,2,4,4,10
FD_2695,C_0020,16-08-21,Telephonic,3,4,4,5,3,2,2,3,5,2,8
FD_2696,C_1369,17-08-21,Online,4,5,1,2,3,3,5,2,3,4,1
FD_2697,C_1464,17-08-21,Telephonic,2,5,4,3,1,4,4,5,2,5,10
FD_2698,C_0188,17-08-21,Online,5,3,4,2,2,5,5,4,4,3,3
FD_2699,C_1332,17-08-21,Telephonic,5,5,3,3,2,4,3,4,3,3,9
FD_2700,C_1459,17-08-21,Telephonic,1,2,5,1,1,2,3,2,4,2,5
FD_2701,C_0175,17-08-21,Online,4,3,1,2,4,4,1,5,1,3,2
FD_2702,C_1213,17-08-21,Mail,4,2,4,5,5,3,3,3,5,5,9
FD_2703,C_1465,18-08-21,Telephonic,3,5,4,5,4,3,1,2,2,5,1
FD_2704,C_1466,18-08-21,Online,5,5,5,5,3,5,5,2,4,3,1
FD_2705,C_1467,18-08-21,Online,5,3,2,5,1,4,4,2,2,5,8
FD_2706,C_0110,18-08-21,Telephonic,1,1,5,2,3,2,4,4,4,3,10
FD_2707,C_0915,18-08-21,Mail,1,4,2,4,1,3,1,5,3,5,2
FD_2708,C_0157,18-08-21,Mail,1,2,5,4,2,5,2,3,4,5,3
FD_2709,C_1440,18-08-21,Telephonic,5,5,5,5,2,1,1,2,3,2,7
FD_2710,C_0443,19-08-21,Online,5,2,2,4,3,4,4,5,1,2,9
FD_2711,C_1471,19-08-21,Online,3,5,5,2,2,2,3,5,1,2,3
FD_2712,C_0520,19-08-21,Mail,4,2,5,5,4,1,2,4,2,3,3
FD_2713,C_1384,19-08-21,Telephonic,4,3,5,3,3,2,1,5,3,1,1
FD_2714,C_1452,20-08-21,Telephonic,3,1,2,1,5,3,4,1,3,4,10
FD_2715,C_0669,20-08-21,Mail,4,4,3,2,4,2,3,4,2,5,4
FD_2716,C_1483,21-08-21,Online,1,4,4,3,4,2,2,3,4,3,8
FD_2717,C_1484,21-08-21,Mail,1,2,1,4,5,3,1,2,5,3,3
FD_2718,C_0328,21-08-21,Mail,5,1,1,1,3,4,1,4,3,3,10
FD_2719,C_0659,21-08-21,Mail,1,2,1,2,5,4,3,1,3,1,1
FD_2720,C_1370,21-08-21,Mail,2,1,3,3,2,4,4,4,1,2,8
FD_2721,C_1485,22-08-21,Online,4,4,5,1,1,3,1,4,1,2,4
FD_2722,C_0154,22-08-21,Telephonic,5,2,4,4,2,1,3,4,5,4,3
FD_2723,C_0223,22-08-21,Telephonic,3,5,4,1,1,4,2,3,1,1,3
FD_2724,C_0228,22-08-21,Mail,1,4,4,2,3,5,1,3,3,3,5
FD_2725,C_0999,22-08-21,Telephonic,2,4,2,5,1,1,2,4,2,4,6
FD_2726,C_1083,22-08-21,Online,3,5,2,4,3,5,1,2,5,4,10
FD_2727,C_0741,22-08-21,Telephonic,2,3,5,2,1,5,4,4,4,4,6
FD_2728,C_1154,22-08-21,Mail,4,2,5,3,3,5,5,3,1,5,10
FD_2729,C_1486,23-08-21,Telephonic,3,4,4,2,4,4,5,5,4,2,9
FD_2730,C_1185,23-08-21,Mail,2,3,1,4,2,3,3,3,3,2,7
FD_2731,C_1156,23-08-21,Online,3,2,2,1,3,4,1,1,4,3,4
FD_2732,C_0677,23-08-21,Telephonic,3,3,4,1,1,2,5,2,2,1,2
FD_2733,C_0136,23-08-21,Telephonic,5,1,2,3,3,1,3,2,3,5,8
FD_2734,C_0440,23-08-21,Mail,3,4,1,1,3,1,4,1,3,5,7
FD_2735,C_0487,23-08-21,Online,1,1,4,5,3,2,2,1,1,1,9
FD_2736,C_0471,24-08-21,Telephonic,2,5,3,2,4,1,2,5,1,4,2
FD_2737,C_0565,24-08-21,Online,3,4,3,3,3,2,3,1,1,2,7
FD_2738,C_1321,24-08-21,Online,4,4,1,3,3,1,2,1,3,1,3
FD_2739,C_1359,24-08-21,Online,3,4,4,4,5,3,5,1,1,1,10
FD_2740,C_1157,25-08-21,Online,4,2,4,4,1,3,3,3,5,2,3
FD_2741,C_1158,25-08-21,Mail,2,3,5,1,1,1,3,4,5,4,8
FD_2742,C_1159,26-08-21,Telephonic,5,1,3,1,4,4,4,2,5,4,9
FD_2743,C_0945,26-08-21,Mail,5,5,1,1,3,2,5,3,2,2,8
FD_2744,C_1015,26-08-21,Telephonic,1,1,4,4,5,5,3,5,2,1,10
FD_2745,C_0497,26-08-21,Telephonic,2,3,4,1,4,1,2,5,2,2,1
FD_2746,C_0559,26-08-21,Online,2,5,1,4,3,1,3,4,2,1,6
FD_2747,C_0790,26-08-21,Mail,4,3,1,4,5,5,5,2,2,1,3
FD_2748,C_1160,27-08-21,Mail,1,2,5,1,3,3,2,3,5,1,5
FD_2749,C_0171,27-08-21,Telephonic,2,2,2,1,2,1,5,3,4,2,1
FD_2750,C_1161,28-08-21,Telephonic,4,4,2,4,5,4,3,3,2,2,7
FD_2751,C_1162,28-08-21,Online,3,5,4,1,4,5,1,4,4,3,6
FD_2752,C_0197,28-08-21,Mail,3,3,2,4,3,2,3,2,5,1,9
FD_2753,C_0755,28-08-21,Telephonic,4,3,4,2,4,5,2,5,2,3,10
FD_2754,C_0262,29-08-21,Online,5,2,2,3,3,3,2,2,2,2,9
FD_2755,C_0470,29-08-21,Online,5,5,1,5,5,4,2,1,1,5,8
FD_2756,C_0981,29-08-21,Telephonic,5,5,3,3,3,4,4,4,5,1,10
FD_2757,C_1163,30-08-21,Online,2,4,5,4,1,4,3,4,4,3,4
FD_2758,C_1055,30-08-21,Telephonic,5,2,4,2,1,5,5,2,2,3,1
FD_2759,C_0384,30-08-21,Online,2,5,2,5,4,4,5,4,3,3,3
FD_2760,C_0857,30-08-21,Mail,1,1,5,4,3,2,1,5,1,3,1
FD_2761,C_0039,30-08-21,Online,1,1,4,1,2,2,3,1,1,5,3
FD_2762,C_1164,31-08-21,Mail,1,2,3,5,1,5,1,5,1,2,7
FD_2763,C_1165,31-08-21,Mail,2,1,1,1,5,1,1,2,5,2,1
FD_2764,C_0366,31-08-21,Telephonic,5,2,5,3,4,3,2,3,1,1,6
FD_2765,C_1227,01-09-21,Online,4,3,3,5,5,1,4,1,4,2,2
FD_2766,C_1228,01-09-21,Mail,2,1,3,3,4,1,4,1,2,2,8
FD_2767,C_1229,01-09-21,Telephonic,3,4,3,3,3,1,4,1,4,5,7
FD_2768,C_1230,01-09-21,Mail,4,1,3,4,1,2,3,5,2,4,10
FD_2769,C_0631,01-09-21,Online,5,4,1,3,2,3,2,4,4,1,9
FD_2770,C_0982,01-09-21,Mail,1,5,3,3,5,5,4,3,3,1,6
FD_2771,C_0474,01-09-21,Online,2,1,5,3,5,5,2,1,2,5,7
FD_2772,C_1231,02-09-21,Mail,4,1,2,5,5,3,3,5,4,3,8
FD_2773,C_0183,02-09-21,Mail,2,3,4,4,1,2,4,5,3,2,6
FD_2774,C_1434,02-09-21,Online,4,4,3,3,1,5,4,5,5,1,7
FD_2775,C_1232,03-09-21,Mail,3,5,3,5,3,1,3,4,2,5,7
FD_2776,C_0245,03-09-21,Mail,1,5,3,5,1,2,5,4,2,1,2
FD_2777,C_0401,03-09-21,Mail,1,4,3,4,4,4,3,1,2,1,10
FD_2778,C_1233,04-09-21,Online,1,4,5,3,1,1,3,1,3,2,6
FD_2779,C_1234,04-09-21,Online,5,3,5,1,1,1,2,2,1,2,2
FD_2780,C_1235,04-09-21,Mail,1,5,3,1,4,2,2,1,5,3,8
FD_2781,C_0212,04-09-21,Online,1,1,4,2,4,3,5,3,4,2,5
FD_2782,C_0447,04-09-21,Online,4,3,5,5,2,1,4,5,1,3,10
FD_2783,C_0043,04-09-21,Telephonic,2,5,5,2,5,1,5,3,4,2,6
FD_2784,C_0478,04-09-21,Telephonic,1,2,2,5,4,1,2,5,1,5,9
FD_2785,C_0764,04-09-21,Online,5,5,5,5,1,1,3,1,3,5,4
FD_2786,C_1236,05-09-21,Telephonic,3,2,2,1,2,4,2,1,5,2,4
FD_2787,C_1237,05-09-21,Telephonic,3,4,1,4,3,5,2,3,1,2,2
FD_2788,C_1238,05-09-21,Telephonic,4,2,2,2,2,2,4,2,2,1,5
FD_2789,C_1239,05-09-21,Mail,2,3,4,5,5,5,5,3,4,5,2
FD_2790,C_1240,05-09-21,Telephonic,4,3,3,2,5,2,3,4,3,4,2
FD_2791,C_0266,05-09-21,Online,3,4,3,4,3,1,5,5,2,1,7
FD_2792,C_0690,05-09-21,Telephonic,5,2,4,2,1,1,2,5,5,4,1
FD_2793,C_0783,05-09-21,Telephonic,2,2,5,2,1,1,2,5,5,3,5
FD_2794,C_1214,05-09-21,Telephonic,1,4,3,1,5,5,3,4,2,1,5
FD_2795,C_0448,05-09-21,Mail,4,1,5,1,5,4,5,5,3,3,6
FD_2796,C_1241,06-09-21,Telephonic,4,3,1,3,2,4,4,5,3,5,7
FD_2797,C_1242,06-09-21,Telephonic,5,3,5,4,1,3,3,2,1,2,10
FD_2798,C_1243,06-09-21,Online,2,1,4,2,5,4,4,1,3,2,8
FD_2799,C_1244,06-09-21,Telephonic,4,4,1,3,2,4,4,5,5,4,5
FD_2800,C_1245,06-09-21,Online,3,3,4,4,3,1,2,5,4,4,7
FD_2801,C_1246,06-09-21,Online,5,5,2,5,4,2,2,1,2,3,5
FD_2802,C_0219,06-09-21,Telephonic,3,1,5,1,1,2,3,3,5,4,7
FD_2803,C_0463,06-09-21,Mail,4,3,4,3,3,3,5,4,5,3,8
FD_2804,C_0563,06-09-21,Telephonic,5,3,3,1,1,3,1,4,2,3,10
FD_2805,C_0320,06-09-21,Mail,2,2,4,3,1,3,1,5,5,5,10
FD_2806,C_1247,07-09-21,Online,1,3,2,3,4,5,5,2,4,2,9
FD_2807,C_1248,07-09-21,Online,4,2,2,3,1,3,5,3,1,1,2
FD_2808,C_1249,08-09-21,Online,1,1,5,5,5,1,4,5,1,4,6
FD_2809,C_0506,08-09-21,Mail,2,1,3,1,5,3,2,5,3,5,7
FD_2810,C_0882,08-09-21,Online,2,1,3,1,3,5,4,5,1,5,8
FD_2811,C_1098,08-09-21,Telephonic,5,2,4,1,3,5,5,1,5,5,5
FD_2812,C_1215,08-09-21,Online,2,4,2,3,1,1,3,3,4,2,8
FD_2813,C_0004,08-09-21,Telephonic,4,3,1,4,4,2,4,5,1,4,9
FD_2814,C_1483,08-09-21,Telephonic,5,5,3,3,4,1,5,4,5,5,9
FD_2815,C_1250,09-09-21,Telephonic,4,2,3,4,1,2,4,5,4,2,6
FD_2816,C_1163,09-09-21,Online,2,1,4,2,5,3,3,2,2,1,6
FD_2817,C_1164,09-09-21,Online,2,3,3,3,2,1,2,3,3,4,7
FD_2818,C_0581,09-09-21,Mail,1,3,4,5,3,2,4,5,5,2,7
FD_2819,C_0867,09-09-21,Telephonic,4,5,5,4,5,4,3,3,5,1,3
FD_2820,C_1149,09-09-21,Mail,1,1,2,1,3,2,3,2,1,2,9
FD_2821,C_1415,09-09-21,Telephonic,2,1,3,2,4,2,3,2,3,1,9
FD_2822,C_1436,09-09-21,Online,2,5,2,3,5,1,5,2,1,2,2
FD_2823,C_1165,10-09-21,Online,1,1,5,3,2,2,4,3,3,2,4
FD_2824,C_1166,10-09-21,Online,5,4,3,2,2,1,4,3,1,3,3
FD_2825,C_0350,10-09-21,Mail,2,5,4,2,5,1,1,1,5,1,5
FD_2826,C_0042,10-09-21,Online,1,3,2,4,5,3,4,3,5,2,5
FD_2827,C_0901,11-09-21,Telephonic,4,1,2,4,1,5,1,1,2,5,2
FD_2828,C_0990,11-09-21,Telephonic,4,5,1,1,3,3,3,2,3,1,10
FD_2829,C_0292,11-09-21,Online,3,1,3,2,4,5,4,4,5,3,8
FD_2830,C_0342,11-09-21,Online,5,1,4,1,1,2,2,5,3,5,9
FD_2831,C_0426,11-09-21,Online,5,1,3,4,2,4,4,3,1,5,8
FD_2832,C_1167,12-09-21,Telephonic,5,1,3,5,1,1,5,2,1,1,2
FD_2833,C_1374,12-09-21,Online,5,2,3,5,4,4,5,5,4,1,7
FD_2834,C_0832,12-09-21,Telephonic,3,5,1,1,1,5,4,3,3,2,2
FD_2835,C_0209,12-09-21,Online,1,5,3,4,3,3,2,2,4,1,4
FD_2836,C_1323,12-09-21,Online,3,5,2,5,1,3,4,5,5,1,9
FD_2837,C_0462,13-09-21,Online,1,2,2,2,3,1,3,4,5,4,2
FD_2838,C_1375,14-09-21,Mail,1,4,3,4,3,3,1,4,1,2,9
FD_2839,C_1376,14-09-21,Mail,2,5,4,3,3,2,2,4,5,4,7
FD_2840,C_1225,14-09-21,Mail,3,3,3,1,3,4,1,4,5,2,1
FD_2841,C_1282,14-09-21,Online,3,5,4,1,4,5,3,1,1,2,5
FD_2842,C_1283,14-09-21,Telephonic,1,4,2,2,1,1,2,4,2,4,5
FD_2843,C_0978,14-09-21,Mail,1,2,3,2,3,5,5,1,4,5,6
FD_2844,C_1494,14-09-21,Online,2,1,3,1,4,3,5,3,1,1,8
FD_2845,C_1362,15-09-21,Mail,5,4,3,5,1,2,1,5,4,4,9
FD_2846,C_1300,15-09-21,Mail,2,2,4,4,3,2,5,1,1,2,3
FD_2847,C_0029,15-09-21,Mail,5,5,5,1,5,1,2,3,4,4,6
FD_2848,C_1207,15-09-21,Online,3,2,3,1,5,2,5,2,1,2,7
FD_2849,C_0773,15-09-21,Telephonic,5,1,5,5,3,3,5,2,3,2,1
FD_2850,C_1301,16-09-21,Online,4,5,4,5,2,3,2,2,2,5,7
FD_2851,C_1302,16-09-21,Online,1,3,5,5,3,2,3,5,3,4,8
FD_2852,C_1303,16-09-21,Telephonic,2,5,5,3,5,4,1,5,5,4,3
FD_2853,C_1304,16-09-21,Telephonic,4,2,5,2,5,1,1,2,4,4,1
FD_2854,C_1305,16-09-21,Online,3,3,3,3,5,4,3,1,1,1,10
FD_2855,C_0325,16-09-21,Telephonic,3,5,2,2,5,5,4,4,4,3,8
FD_2856,C_0204,16-09-21,Mail,5,5,2,5,1,1,4,1,4,5,1
FD_2857,C_1101,16-09-21,Mail,4,1,4,4,4,2,3,4,4,3,6
FD_2858,C_1306,17-09-21,Online,5,5,4,5,5,3,1,3,1,4,10
FD_2859,C_1307,17-09-21,Mail,1,4,3,5,3,5,3,4,5,3,3
FD_2860,C_1308,17-09-21,Mail,5,3,1,3,2,2,5,5,5,3,4
FD_2861,C_1309,17-09-21,Mail,5,1,3,4,1,1,3,5,1,3,5
FD_2862,C_0515,17-09-21,Mail,2,3,4,3,4,2,1,5,5,5,1
FD_2863,C_1189,18-09-21,Online,5,2,4,5,4,2,4,2,4,3,2
FD_2864,C_0136,18-09-21,Mail,1,3,5,1,5,3,2,1,1,3,2
FD_2865,C_0421,18-09-21,Telephonic,3,4,2,1,2,1,2,1,3,2,4
FD_2866,C_0755,18-09-21,Mail,3,3,4,5,2,5,1,5,1,1,2
FD_2867,C_0015,18-09-21,Online,4,3,3,2,4,5,3,5,1,1,9
FD_2868,C_1190,19-09-21,Telephonic,5,5,2,5,4,3,5,2,1,2,7
FD_2869,C_1191,19-09-21,Mail,1,3,1,2,2,5,4,2,1,2,5
FD_2870,C_1192,19-09-21,Mail,5,4,5,3,1,4,2,3,3,1,7
FD_2871,C_1193,19-09-21,Online,2,5,2,5,1,4,4,4,1,1,5
FD_2872,C_1194,19-09-21,Telephonic,1,2,2,3,4,4,5,1,2,3,10
FD_2873,C_0938,19-09-21,Mail,3,3,3,3,2,5,3,3,4,3,10
FD_2874,C_1195,20-09-21,Telephonic,4,3,3,4,4,5,1,3,2,4,9
FD_2875,C_1196,20-09-21,Mail,1,4,5,4,1,2,1,3,5,1,2
FD_2876,C_1197,20-09-21,Mail,3,5,4,1,3,5,5,4,3,5,2
FD_2877,C_1005,20-09-21,Mail,5,2,1,2,5,4,3,3,4,3,10
FD_2878,C_0580,20-09-21,Online,4,4,2,5,5,1,1,1,3,1,9
FD_2879,C_1198,21-09-21,Mail,5,5,3,2,4,5,1,4,5,1,5
FD_2880,C_1199,21-09-21,Mail,1,5,5,4,4,1,2,3,4,4,3
FD_2881,C_0529,21-09-21,Telephonic,5,2,4,4,2,3,5,2,1,1,8
FD_2882,C_0791,21-09-21,Mail,5,1,4,5,4,5,1,2,3,5,9
FD_2883,C_0534,21-09-21,Telephonic,1,4,1,4,3,5,5,5,5,3,7
