Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel,Charges,Balance
TN_5131,C_1306,10-07-21,Deposit,667.46,Branch Banking,53.92,301675.5
TN_5132,C_1307,11-07-21,Deposit,3752.98,Internet Banking,96.76,55168.5
TN_5133,C_1308,11-07-21,Withdrawal,7503.91,Mobile Banking,34.4,265542
TN_5134,C_1309,11-07-21,Deposit,6144.39,Branch Banking,60.2,159459
TN_5135,C_1310,11-07-21,Deposit,356.63,Branch Banking,51.63,152373
TN_5136,C_1311,11-07-21,Withdrawal,618.5,Branch Banking,33.75,237535.5
TN_5137,C_1312,11-07-21,Deposit,7551.09,Branch Banking,33.72,566775
TN_5138,C_1313,11-07-21,Transfer,6611.45,ATM,28.36,311164.5
TN_5139,C_1314,11-07-21,Withdrawal,4769.17,Mobile Banking,7.06,196438.5
TN_5140,C_1315,11-07-21,Withdrawal,8231.32,ATM,54.21,168745.5
TN_5141,C_1316,11-07-21,Withdrawal,9454.33,ATM,13.81,285817.5
TN_5142,C_1317,11-07-21,Withdrawal,6384.58,Branch Banking,80.52,171438
TN_5143,C_1318,11-07-21,Transfer,672.62,ATM,32.53,112756.5
TN_5144,C_1319,11-07-21,Deposit,9803.41,ATM,1.21,469408.5
TN_5145,C_1320,11-07-21,Withdrawal,1557.99,Branch Banking,17.33,79305
TN_5146,C_1321,11-07-21,Transfer,3653.22,Internet Banking,71.92,262420.5
TN_5147,C_1322,11-07-21,Transfer,6397.58,ATM,19.81,159103.5
TN_5148,C_1323,11-07-21,Withdrawal,597.56,Mobile Banking,82.9,44803.5
TN_5149,C_1324,11-07-21,Deposit,5469.14,Internet Banking,23.65,589218
TN_5150,C_1325,11-07-21,Withdrawal,9809.37,ATM,95.85,176898
TN_5151,C_0746,12-07-21,Withdrawal,7623.59,Mobile Banking,46.16,167004
TN_5152,C_0747,12-07-21,Transfer,4552.22,Mobile Banking,35.66,150378
TN_5153,C_0748,12-07-21,Transfer,1845.41,Internet Banking,79.24,280485
TN_5154,C_0749,12-07-21,Transfer,345.35,Branch Banking,65.6,362449.5
TN_5155,C_0750,12-07-21,Transfer,9925.49,Branch Banking,90.04,378924
TN_5156,C_0751,12-07-21,Deposit,2043.52,Internet Banking,96.42,69549
TN_5157,C_0752,12-07-21,Transfer,9739.12,Branch Banking,82.29,39919.5
TN_5158,C_0753,12-07-21,Withdrawal,5490.63,Branch Banking,94.49,49098
TN_5159,C_0754,12-07-21,Withdrawal,3440.61,Branch Banking,13.33,54295.5
TN_5160,C_0755,12-07-21,Transfer,3119.68,Internet Banking,9.03,116491.5
TN_5161,C_0756,12-07-21,Withdrawal,820.15,Mobile Banking,37.93,90130.5
TN_5162,C_0757,12-07-21,Transfer,9608.34,ATM,92.94,296325
TN_5163,C_0758,12-07-21,Withdrawal,8647.71,Mobile Banking,53.79,256051.5
TN_5164,C_0903,13-07-21,Withdrawal,451.36,Internet Banking,24.41,57943.5
TN_5165,C_0904,13-07-21,Transfer,2777.88,Internet Banking,37.66,92757
TN_5166,C_0905,13-07-21,Deposit,8229.17,Mobile Banking,54.24,435429
TN_5167,C_0906,13-07-21,Withdrawal,9465.55,Branch Banking,96.91,214603.5
TN_5168,C_0458,14-07-21,Withdrawal,7457.25,Branch Banking,52.28,30462
TN_5169,C_0269,14-07-21,Transfer,3352.94,Internet Banking,67.68,98221.5
TN_5170,C_0270,14-07-21,Withdrawal,645.11,Mobile Banking,99.46,49627.5
TN_5171,C_1487,14-07-21,Transfer,6213.05,Mobile Banking,72.86,840469.5
TN_5172,C_1488,14-07-21,Deposit,2963.71,Branch Banking,0.21,261895.5
TN_5173,C_1489,14-07-21,Deposit,5710.19,Mobile Banking,94.9,209919
TN_5174,C_1490,14-07-21,Deposit,2622.38,Branch Banking,5.17,41653.5
TN_5175,C_1491,14-07-21,Transfer,3156.73,Internet Banking,66.09,207706.5
TN_5176,C_1492,14-07-21,Transfer,1834.59,Internet Banking,87.8,48091.5
TN_5177,C_1493,14-07-21,Withdrawal,8948.22,Mobile Banking,48.36,247431
TN_5178,C_1494,14-07-21,Withdrawal,3320.21,ATM,20.19,395592
TN_5179,C_1495,14-07-21,Deposit,1121.93,ATM,83.9,155970
TN_5180,C_1496,14-07-21,Transfer,5776.32,Mobile Banking,71.12,239163
TN_5181,C_0813,15-07-21,Deposit,881.23,ATM,6.88,228300
TN_5182,C_0814,15-07-21,Transfer,7751.09,Internet Banking,63.06,297346.5
TN_5183,C_0815,15-07-21,Transfer,9376.74,ATM,4.13,43297.5
TN_5184,C_0816,15-07-21,Withdrawal,135.5,Mobile Banking,80.85,40372.5
TN_5185,C_0817,15-07-21,Transfer,7681.8,Mobile Banking,50.54,163389
TN_5186,C_0818,15-07-21,Deposit,6754,Mobile Banking,91.37,306051
TN_5187,C_0819,15-07-21,Withdrawal,2164.53,Mobile Banking,82.12,365052
TN_5188,C_0820,15-07-21,Transfer,742.58,ATM,72.12,286632
TN_5189,C_0821,15-07-21,Transfer,2191.31,Internet Banking,24.01,291772.5
TN_5190,C_0822,15-07-21,Transfer,3435.57,ATM,61.54,43476
TN_5191,C_0823,15-07-21,Deposit,3885.64,Branch Banking,11.7,188838
TN_5192,C_0824,15-07-21,Withdrawal,122.13,Branch Banking,6.31,56898
TN_5193,C_0825,16-07-21,Withdrawal,3120.63,Internet Banking,91.36,374626.5
TN_5194,C_1289,16-07-21,Withdrawal,3054.77,Internet Banking,26.02,501048
TN_5195,C_1199,16-07-21,Deposit,6497.66,ATM,0.93,91423.5
TN_5196,C_1200,16-07-21,Deposit,2851.17,ATM,14.26,271698
TN_5197,C_1201,16-07-21,Withdrawal,86.71,Branch Banking,66.21,61347
TN_5198,C_1202,16-07-21,Deposit,2849.33,Branch Banking,80.78,254272.5
TN_5199,C_1203,16-07-21,Deposit,431.71,ATM,58.08,375130.5
TN_5200,C_1204,16-07-21,Withdrawal,6701.44,Branch Banking,48.39,312919.5
TN_5201,C_1205,16-07-21,Withdrawal,1518.5,Internet Banking,90.7,337758
TN_5202,C_1206,16-07-21,Deposit,9003.66,Internet Banking,76.42,188857.5
TN_5203,C_1207,17-07-21,Deposit,7615.87,Branch Banking,14.54,247510.5
TN_5204,C_1208,17-07-21,Withdrawal,1680.52,Internet Banking,22.79,248019
TN_5205,C_1209,17-07-21,Transfer,5258.52,Mobile Banking,55.85,56482.5
TN_5206,C_1210,17-07-21,Transfer,7201.24,ATM,73.35,258070.5
TN_5207,C_1211,17-07-21,Deposit,4001.61,ATM,60.32,267795
TN_5208,C_1212,17-07-21,Deposit,6525.79,ATM,90.23,521236.5
TN_5209,C_1213,17-07-21,Transfer,9118.84,Branch Banking,7.47,31206
TN_5210,C_1214,17-07-21,Transfer,5451.99,Mobile Banking,12.9,166528.5
TN_5211,C_1215,17-07-21,Deposit,3452.25,ATM,58.24,245739
TN_5212,C_1216,17-07-21,Deposit,7984.75,Mobile Banking,46.17,175534.5
TN_5213,C_1217,18-07-21,Withdrawal,1648.3,Branch Banking,70.34,42297
TN_5214,C_1218,18-07-21,Transfer,747.9,Internet Banking,58.14,225037.5
TN_5215,C_1219,18-07-21,Transfer,9193.6,Branch Banking,34.53,264322.5
TN_5216,C_1220,18-07-21,Withdrawal,7130.17,Branch Banking,81.06,249093
TN_5217,C_1221,18-07-21,Transfer,3775.43,Mobile Banking,36.9,42852
TN_5218,C_1222,18-07-21,Deposit,4456.2,Mobile Banking,64.52,80749.5
TN_5219,C_1223,18-07-21,Deposit,5674.8,Internet Banking,95.38,32994
TN_5220,C_1224,18-07-21,Transfer,1480.09,Internet Banking,32.37,46351.5
TN_5221,C_1225,18-07-21,Transfer,4292.93,Mobile Banking,19.2,529624.5
TN_5222,C_1226,18-07-21,Transfer,503.99,ATM,10.39,38698.5
TN_5223,C_1227,18-07-21,Transfer,7896.69,ATM,16.94,42475.5
TN_5224,C_1228,18-07-21,Transfer,855.26,Mobile Banking,94.23,278119.5
TN_5225,C_1229,18-07-21,Withdrawal,5831.33,Mobile Banking,35.27,311269.5
TN_5226,C_1230,18-07-21,Withdrawal,6188.34,Internet Banking,79.89,84319.5
TN_5227,C_1231,19-07-21,Deposit,1428.74,Mobile Banking,20.35,151441.5
TN_5228,C_1232,19-07-21,Withdrawal,2081.58,Internet Banking,59.86,77550
TN_5229,C_1233,19-07-21,Deposit,8466.86,Internet Banking,55.61,298836
TN_5230,C_1234,19-07-21,Transfer,9410.23,Mobile Banking,40.04,105082.5
TN_5231,C_1235,19-07-21,Transfer,9515.55,Mobile Banking,17.82,275524.5
TN_5232,C_1236,19-07-21,Transfer,7272.41,ATM,8.27,68802
TN_5233,C_1237,19-07-21,Withdrawal,2446.54,Mobile Banking,62.4,142059
TN_5234,C_1238,19-07-21,Transfer,3068.61,ATM,52.83,48327
TN_5235,C_1239,19-07-21,Transfer,468.59,Internet Banking,99.41,340464
TN_5236,C_1240,20-07-21,Withdrawal,9522.07,ATM,35.58,39400.5
TN_5237,C_1241,20-07-21,Transfer,6405.14,Internet Banking,23.66,202584
TN_5238,C_1242,20-07-21,Withdrawal,9118.27,Branch Banking,84.81,222570
TN_5239,C_1243,20-07-21,Deposit,795.3,Branch Banking,38.95,40606.5
TN_5240,C_1244,20-07-21,Withdrawal,5417.34,Branch Banking,50,249330
TN_5241,C_1245,20-07-21,Withdrawal,4343.65,Branch Banking,86.71,34470
TN_5242,C_1246,20-07-21,Withdrawal,9092.1,Branch Banking,96.55,258978
TN_5243,C_1247,20-07-21,Withdrawal,5519.47,ATM,12.1,307194
TN_5244,C_1248,20-07-21,Deposit,1780.8,Internet Banking,83.29,279951
TN_5245,C_1249,20-07-21,Withdrawal,7473.96,Mobile Banking,23.69,160008
TN_5246,C_1250,20-07-21,Withdrawal,7324.79,Mobile Banking,98.29,203008.5
TN_5247,C_1251,20-07-21,Withdrawal,2124.35,Branch Banking,37.33,431320.5
TN_5248,C_1252,20-07-21,Transfer,3818.69,Internet Banking,12.55,296374.5
TN_5249,C_1253,21-07-21,Deposit,2026.29,Internet Banking,69.95,239605.5
TN_5250,C_1254,21-07-21,Transfer,4897.06,Internet Banking,0.88,378325.5
TN_5251,C_1255,21-07-21,Deposit,5013,Mobile Banking,66.41,30369
TN_5252,C_1256,21-07-21,Withdrawal,5680.94,Mobile Banking,72.29,184546.5
TN_5253,C_1257,21-07-21,Transfer,2605.33,Mobile Banking,33.41,339444
TN_5254,C_1258,21-07-21,Transfer,7255.18,Mobile Banking,37.37,34804.5
TN_5255,C_1259,21-07-21,Withdrawal,8439.14,ATM,87.89,350668.5
TN_5256,C_1260,21-07-21,Deposit,5389.05,ATM,11.21,228492
TN_5257,C_1261,22-07-21,Withdrawal,9074.76,ATM,45.56,722980.5
TN_5258,C_1262,22-07-21,Deposit,457.05,Mobile Banking,27.76,161344.5
TN_5259,C_1263,22-07-21,Transfer,3045.76,Branch Banking,96.68,277209
TN_5260,C_1264,22-07-21,Transfer,5543.57,ATM,85.37,283275
TN_5261,C_1265,22-07-21,Deposit,3222.33,Branch Banking,14.63,191359.5
TN_5262,C_1266,22-07-21,Transfer,9772.86,Mobile Banking,65.5,108664.5
TN_5263,C_1267,22-07-21,Transfer,8467.96,ATM,71.51,213120
TN_5264,C_1268,22-07-21,Transfer,7701.61,Branch Banking,58.36,215029.5
TN_5265,C_1269,22-07-21,Transfer,1398.84,Branch Banking,82.61,258649.5
TN_5266,C_1270,23-07-21,Deposit,6882.23,Branch Banking,86.92,101811
TN_5267,C_1271,23-07-21,Transfer,9857.92,ATM,70.16,62335.5
TN_5268,C_1272,23-07-21,Deposit,6025.86,ATM,77.93,555747
TN_5269,C_1273,23-07-21,Withdrawal,6222.96,Internet Banking,44.86,210769.5
TN_5270,C_1274,23-07-21,Deposit,642.49,Branch Banking,22.28,290823
TN_5271,C_1275,23-07-21,Deposit,9119.72,Internet Banking,6.22,434863.5
TN_5272,C_1276,23-07-21,Transfer,8984.39,Internet Banking,40.91,426117
TN_5273,C_1277,23-07-21,Transfer,607.6,Internet Banking,58.46,125929.5
TN_5274,C_1278,23-07-21,Withdrawal,4260.35,ATM,3.72,251070
TN_5275,C_1279,23-07-21,Transfer,1108.14,Internet Banking,30.86,169141.5
TN_5276,C_1280,24-07-21,Withdrawal,2955.82,Branch Banking,44.33,630060
TN_5277,C_1281,24-07-21,Withdrawal,6762.87,Mobile Banking,68.03,64350
TN_5278,C_1282,24-07-21,Withdrawal,4389.18,Branch Banking,99.04,48129
TN_5279,C_1283,24-07-21,Withdrawal,1071.63,Mobile Banking,24.14,436771.5
TN_5280,C_1284,24-07-21,Withdrawal,5615.34,Internet Banking,4.63,106513.5
TN_5281,C_1285,24-07-21,Transfer,8233.09,Mobile Banking,87.65,30114
TN_5282,C_1286,24-07-21,Transfer,6415.1,Internet Banking,66.46,200004
TN_5283,C_1287,24-07-21,Transfer,4041.01,Mobile Banking,60.92,249289.5
TN_5284,C_1288,24-07-21,Withdrawal,1912.25,Internet Banking,30.69,360343.5
TN_5285,C_1289,24-07-21,Deposit,9705.13,Branch Banking,43.68,501048
TN_5286,C_1290,24-07-21,Deposit,9837.68,Internet Banking,99.17,277351.5
TN_5287,C_1291,24-07-21,Deposit,1915.33,Mobile Banking,18.92,199368
TN_5288,C_1292,24-07-21,Deposit,9791.57,Branch Banking,26.11,325935
TN_5289,C_1293,25-07-21,Deposit,2994.38,Internet Banking,10.2,276982.5
TN_5290,C_1294,25-07-21,Deposit,6694.91,Internet Banking,13.39,36409.5
TN_5291,C_1295,25-07-21,Transfer,7712.8,ATM,63.68,419016
TN_5292,C_1296,25-07-21,Withdrawal,9391.31,Mobile Banking,30.63,250036.5
TN_5293,C_1297,25-07-21,Withdrawal,8092.18,Internet Banking,78.83,231561
TN_5294,C_1298,25-07-21,Transfer,8464.47,Internet Banking,40.71,47610
TN_5295,C_1299,25-07-21,Withdrawal,3698.8,ATM,34.68,194094
TN_5296,C_1300,25-07-21,Withdrawal,3164.82,ATM,39.82,292522.5
TN_5297,C_1301,25-07-21,Withdrawal,9483.82,ATM,67.44,281146.5
TN_5298,C_1302,25-07-21,Withdrawal,1091.64,Internet Banking,23.23,388630.5
TN_5299,C_1303,25-07-21,Deposit,6090.3,Internet Banking,81.58,93642
TN_5300,C_1304,25-07-21,Deposit,2709.93,ATM,98.91,116358
TN_5301,C_1305,25-07-21,Deposit,5863.03,Mobile Banking,65.67,368103
TN_5302,C_1306,26-07-21,Withdrawal,6495.99,Internet Banking,98.57,301675.5
TN_5303,C_1307,26-07-21,Withdrawal,1177.39,Branch Banking,47.57,55168.5
TN_5304,C_1308,26-07-21,Transfer,9504.43,Internet Banking,64.14,265542
TN_5305,C_1309,26-07-21,Transfer,9557.85,Internet Banking,73.65,159459
TN_5306,C_1310,26-07-21,Deposit,6498.21,Mobile Banking,28.86,152373
TN_5307,C_1311,26-07-21,Transfer,7441.56,ATM,78.83,237535.5
TN_5308,C_1312,26-07-21,Deposit,5359.28,ATM,18.5,566775
TN_5309,C_1313,26-07-21,Deposit,1547.92,Branch Banking,4.82,311164.5
TN_5310,C_1314,27-07-21,Deposit,8301.16,Branch Banking,66.69,196438.5
TN_5311,C_1315,27-07-21,Withdrawal,322.65,Mobile Banking,50.9,168745.5
TN_5312,C_1316,27-07-21,Withdrawal,1157.83,Branch Banking,9.78,285817.5
TN_5313,C_1317,27-07-21,Deposit,2257.57,ATM,4.3,171438
TN_5314,C_1318,27-07-21,Transfer,1923.46,ATM,67.57,112756.5
TN_5315,C_1319,27-07-21,Deposit,3936.75,Internet Banking,82.66,469408.5
TN_5316,C_1320,27-07-21,Deposit,4562.06,Mobile Banking,36.59,79305
TN_5317,C_1321,28-07-21,Withdrawal,7869.66,Branch Banking,48.87,262420.5
TN_5318,C_1322,28-07-21,Transfer,302.97,Branch Banking,48.46,159103.5
TN_5319,C_1323,28-07-21,Withdrawal,1164.41,ATM,9.27,44803.5
TN_5320,C_1324,28-07-21,Withdrawal,2503.65,Internet Banking,81.81,589218
TN_5321,C_1325,28-07-21,Transfer,1707.11,Internet Banking,76.1,176898
TN_5322,C_1326,28-07-21,Transfer,1040.82,Mobile Banking,20.25,203290.5
TN_5323,C_1327,28-07-21,Deposit,9092.38,Mobile Banking,89.03,202737
TN_5324,C_1328,28-07-21,Transfer,2418.48,Branch Banking,64.66,81390
TN_5325,C_1329,29-07-21,Deposit,6060.51,Mobile Banking,73.62,42256.5
TN_5326,C_1330,29-07-21,Transfer,7835.61,Mobile Banking,11.89,225486
TN_5327,C_1331,29-07-21,Transfer,485.79,Branch Banking,34.74,164241
TN_5328,C_1332,29-07-21,Withdrawal,7584.31,Branch Banking,70.62,30630
TN_5329,C_1333,29-07-21,Withdrawal,2509.6,Internet Banking,90.96,49224
TN_5330,C_1334,29-07-21,Withdrawal,680.76,Mobile Banking,96.41,236425.5
TN_5331,C_1335,29-07-21,Deposit,3188.96,Mobile Banking,26.09,271432.5
TN_5332,C_1336,29-07-21,Deposit,9593.01,Mobile Banking,98.55,717559.5
TN_5333,C_1337,29-07-21,Withdrawal,2967.74,Internet Banking,42.41,367635
TN_5334,C_1338,29-07-21,Withdrawal,8571.29,ATM,73.8,31485
TN_5335,C_1339,29-07-21,Withdrawal,6714.66,ATM,94.56,34296
TN_5336,C_1340,29-07-21,Transfer,9923.56,Internet Banking,38.95,285445.5
TN_5337,C_1341,29-07-21,Deposit,3981.32,Branch Banking,60.41,67170
TN_5338,C_1342,29-07-21,Withdrawal,7135.75,Internet Banking,21.71,48558
TN_5339,C_1343,29-07-21,Transfer,2402.78,ATM,22.15,205776
TN_5340,C_1344,30-07-21,Transfer,1736.92,Branch Banking,76.17,549637.5
TN_5341,C_1345,30-07-21,Deposit,8631.95,Mobile Banking,7.27,240460.5
TN_5342,C_1346,30-07-21,Transfer,8893.4,Branch Banking,68.24,255720
TN_5343,C_1347,30-07-21,Deposit,8018.96,Mobile Banking,90.28,336589.5
TN_5344,C_1348,30-07-21,Transfer,428.93,ATM,16.03,259818
TN_5345,C_1349,30-07-21,Deposit,2519.95,Mobile Banking,24.44,129969
TN_5346,C_1350,30-07-21,Withdrawal,6924.63,Mobile Banking,65.96,163024.5
TN_5347,C_1351,30-07-21,Deposit,7680.46,Mobile Banking,46.34,105031.5
TN_5348,C_1352,31-07-21,Withdrawal,9889.82,Mobile Banking,21.58,289408.5
TN_5349,C_1353,31-07-21,Withdrawal,9401.57,Branch Banking,21.44,216129
TN_5350,C_1354,31-07-21,Withdrawal,8938.59,ATM,98.41,146421
TN_5351,C_1355,31-07-21,Transfer,9564,Branch Banking,89.01,390297
TN_5352,C_1356,31-07-21,Transfer,1833.84,Mobile Banking,28.88,729291
TN_5353,C_1357,01-08-21,Withdrawal,6691.44,Internet Banking,39.92,168337.5
TN_5354,C_1358,01-08-21,Deposit,2874.66,Mobile Banking,9.4,246300
TN_5355,C_1359,01-08-21,Transfer,6522.48,Internet Banking,18.31,78601.5
TN_5356,C_1360,01-08-21,Deposit,6915.82,Mobile Banking,85.81,293731.5
TN_5357,C_1361,01-08-21,Transfer,2182.96,Mobile Banking,55.3,162210
TN_5358,C_1362,01-08-21,Transfer,1672.91,Mobile Banking,43.76,281971.5
TN_5359,C_1363,02-08-21,Deposit,9452.13,ATM,79.66,162189
TN_5360,C_1364,02-08-21,Withdrawal,2110.49,Branch Banking,0.54,252318
TN_5361,C_1365,02-08-21,Deposit,1270.37,ATM,59.65,297919.5
TN_5362,C_1366,02-08-21,Deposit,3111.99,Internet Banking,1.47,78147
TN_5363,C_1367,02-08-21,Deposit,8154.76,Branch Banking,72.07,764046
TN_5364,C_1368,02-08-21,Withdrawal,9206.21,Branch Banking,26.09,192921
TN_5365,C_1369,02-08-21,Withdrawal,5720.03,Mobile Banking,92.14,357576
TN_5366,C_1370,02-08-21,Transfer,558.17,Branch Banking,79.48,476151
TN_5367,C_1371,03-08-21,Withdrawal,3908.63,Mobile Banking,86.59,238032
TN_5368,C_1372,03-08-21,Withdrawal,7771.89,Mobile Banking,59.43,401118
TN_5369,C_1373,03-08-21,Deposit,5299.62,Branch Banking,99.18,586611
TN_5370,C_1374,03-08-21,Transfer,7393.02,Branch Banking,15.34,203538
TN_5371,C_1375,03-08-21,Deposit,7833.28,Internet Banking,44.67,117793.5
TN_5372,C_1376,03-08-21,Transfer,1710.26,Mobile Banking,3.38,176550
TN_5373,C_1377,03-08-21,Transfer,2048.36,Internet Banking,14.97,125119.5
TN_5374,C_1378,03-08-21,Deposit,3353.26,Internet Banking,66.88,31630.5
TN_5375,C_1379,03-08-21,Withdrawal,6887.7,Mobile Banking,79.62,162034.5
TN_5376,C_1380,03-08-21,Withdrawal,7606.76,Mobile Banking,27.07,155152.5
TN_5377,C_1381,03-08-21,Transfer,9637.54,ATM,22.09,949099.5
TN_5378,C_1382,03-08-21,Deposit,8927.54,ATM,16.88,39901.5
TN_5379,C_1383,04-08-21,Transfer,1971.07,ATM,72.07,61815
TN_5380,C_1384,04-08-21,Withdrawal,6358.83,Branch Banking,5.18,188838
TN_5381,C_1385,04-08-21,Withdrawal,2879.27,Mobile Banking,93.86,203008.5
TN_5382,C_1386,04-08-21,Withdrawal,6044.12,ATM,56.93,408558
TN_5383,C_1387,04-08-21,Deposit,4982.5,Branch Banking,74.41,436950
TN_5384,C_1388,04-08-21,Transfer,1832.8,Internet Banking,42.86,236209.5
TN_5385,C_1389,04-08-21,Transfer,9774.65,Internet Banking,96.11,49491
TN_5386,C_1390,04-08-21,Withdrawal,1893.76,Mobile Banking,21.63,397083
TN_5387,C_1391,04-08-21,Transfer,365.1,Branch Banking,95.74,199279.5
TN_5388,C_1392,05-08-21,Withdrawal,6053.88,Branch Banking,36.77,324879
TN_5389,C_1393,05-08-21,Withdrawal,2973.83,Branch Banking,82.18,75708
TN_5390,C_1394,05-08-21,Withdrawal,7633.23,Mobile Banking,15.38,225124.5
TN_5391,C_1395,05-08-21,Deposit,1507.01,Branch Banking,34.16,283183.5
TN_5392,C_1396,05-08-21,Transfer,2419.22,Branch Banking,88.2,152140.5
TN_5393,C_1397,05-08-21,Deposit,6200.68,Mobile Banking,72.19,154915.5
TN_5394,C_1398,05-08-21,Withdrawal,1245.6,ATM,18.2,286519.5
TN_5395,C_1399,05-08-21,Deposit,9135.32,ATM,17.91,331000.5
TN_5396,C_1400,05-08-21,Transfer,6308.88,Branch Banking,84.35,283200
TN_5397,C_1401,05-08-21,Deposit,8637.76,Branch Banking,46.29,36541.5
TN_5398,C_1402,06-08-21,Withdrawal,4450.94,Internet Banking,87.42,124365
TN_5399,C_1403,06-08-21,Withdrawal,1473.17,ATM,22.92,158379
TN_5400,C_1404,06-08-21,Transfer,8402.42,ATM,12.75,360441
TN_5401,C_1405,06-08-21,Transfer,4639.53,Internet Banking,1.31,32632.5
TN_5402,C_1406,06-08-21,Deposit,1670.68,Mobile Banking,6.7,110283
TN_5403,C_1407,06-08-21,Transfer,3981.69,Mobile Banking,30.49,33367.5
TN_5404,C_1408,06-08-21,Withdrawal,8495.08,ATM,85.04,53392.5
TN_5405,C_1409,06-08-21,Transfer,121.05,Mobile Banking,23.85,35859
TN_5406,C_1410,07-08-21,Withdrawal,4773.05,Branch Banking,35.46,183709.5
TN_5407,C_1411,07-08-21,Deposit,4519.14,ATM,75.88,285435
TN_5408,C_1412,07-08-21,Withdrawal,906.09,Internet Banking,83.95,290062.5
TN_5409,C_1413,07-08-21,Deposit,4817.51,Internet Banking,70.72,222864
TN_5410,C_1414,07-08-21,Transfer,7424.69,Mobile Banking,31.99,109344
TN_5411,C_1415,08-08-21,Deposit,934.61,Branch Banking,43.79,270448.5
TN_5412,C_1416,08-08-21,Transfer,2711.81,ATM,93.47,332325
TN_5413,C_1417,08-08-21,Deposit,9880.74,Branch Banking,23.63,274516.5
TN_5414,C_1418,08-08-21,Transfer,8660.74,Branch Banking,63.68,555313.5
TN_5415,C_1419,08-08-21,Transfer,6004.92,Branch Banking,59.86,44766
TN_5416,C_1420,08-08-21,Transfer,6137.6,Branch Banking,61.3,451218
TN_5417,C_1421,08-08-21,Withdrawal,2870.2,Branch Banking,23.19,260907
TN_5418,C_1422,08-08-21,Transfer,3099.9,ATM,95.85,423258
TN_5419,C_1423,08-08-21,Transfer,7178.44,Branch Banking,61.87,130950
TN_5420,C_1424,08-08-21,Transfer,8371.34,ATM,91.35,96780
TN_5421,C_1425,08-08-21,Transfer,3007.77,ATM,6.92,179350.5
TN_5422,C_1426,09-08-21,Withdrawal,3613.78,Mobile Banking,37.63,175965
TN_5423,C_1427,09-08-21,Transfer,5741.4,Branch Banking,75.63,43107
TN_5424,C_1428,09-08-21,Deposit,1584.12,Internet Banking,82.63,149542.5
TN_5425,C_1429,09-08-21,Transfer,4218.28,ATM,73.77,549133.5
TN_5426,C_1430,09-08-21,Withdrawal,52.44,ATM,10.31,35158.5
TN_5427,C_1431,09-08-21,Withdrawal,2417.28,Internet Banking,6.66,199029
TN_5428,C_1432,09-08-21,Withdrawal,8299.8,Internet Banking,10.96,295444.5
TN_5429,C_1433,09-08-21,Withdrawal,5974.8,Mobile Banking,8.59,69738
TN_5430,C_1434,10-08-21,Withdrawal,3864.48,Branch Banking,32.68,41136
TN_5431,C_1435,10-08-21,Deposit,8458.27,Mobile Banking,22.61,540048
TN_5432,C_1436,10-08-21,Withdrawal,6513.83,ATM,75.87,217167
TN_5433,C_1437,10-08-21,Withdrawal,7872.97,Internet Banking,50.7,213367.5
TN_5434,C_1438,10-08-21,Withdrawal,4423.12,Branch Banking,71.48,267111
TN_5435,C_1439,10-08-21,Withdrawal,2549.98,ATM,35.94,327256.5
TN_5436,C_1440,10-08-21,Withdrawal,5300.17,Internet Banking,52.12,195363
TN_5437,C_1441,10-08-21,Withdrawal,5562.88,ATM,7.56,148470
TN_5438,C_1442,11-08-21,Withdrawal,9138.08,Internet Banking,52.08,426943.5
TN_5439,C_1443,11-08-21,Withdrawal,2690.56,Internet Banking,70.78,171886.5
TN_5440,C_1444,11-08-21,Withdrawal,5733.19,Internet Banking,2.42,201958.5
TN_5441,C_1445,11-08-21,Withdrawal,9067.7,Branch Banking,10.18,202335
TN_5442,C_1446,11-08-21,Transfer,8107.7,ATM,75.03,299317.5
TN_5443,C_1447,11-08-21,Transfer,7678.93,Mobile Banking,1.84,34092
TN_5444,C_1448,11-08-21,Withdrawal,6093.51,Mobile Banking,58.51,46236
TN_5445,C_1449,11-08-21,Withdrawal,6742.91,Mobile Banking,59.93,322171.5
TN_5446,C_1450,11-08-21,Withdrawal,6327.82,ATM,79.27,260445
TN_5447,C_1451,12-08-21,Transfer,8525.35,Mobile Banking,1.29,522088.5
TN_5448,C_1452,12-08-21,Withdrawal,1892.13,ATM,36.03,313177.5
TN_5449,C_1453,12-08-21,Withdrawal,6872.36,Internet Banking,97.32,227713.5
TN_5450,C_1454,12-08-21,Transfer,5303.82,Internet Banking,35.23,107388
TN_5451,C_1455,12-08-21,Deposit,3803.92,Mobile Banking,53.23,199056
TN_5452,C_1456,12-08-21,Withdrawal,3540.61,Branch Banking,14.98,375874.5
TN_5453,C_1457,13-08-21,Transfer,1748.55,Branch Banking,10.36,172147.5
TN_5454,C_1458,13-08-21,Transfer,1890.19,Mobile Banking,94.78,292386
TN_5455,C_1459,13-08-21,Deposit,1481.71,Mobile Banking,1.46,110206.5
TN_5456,C_1460,13-08-21,Deposit,9371.07,ATM,29.38,375634.5
TN_5457,C_1461,13-08-21,Transfer,738.99,Branch Banking,29.35,218161.5
TN_5458,C_1462,13-08-21,Deposit,5195.18,ATM,50.35,130021.5
TN_5459,C_1463,13-08-21,Transfer,3097.99,ATM,86.94,282964.5
TN_5460,C_1464,13-08-21,Transfer,1683.85,Internet Banking,6.95,102489
