Complaint_ID,Customer_ID,Complaint_Date,Issue,Priority,Resolution_Time
CP_2587,C_1376,23-07-21,Loan application rejections,P_3,25
CP_2588,C_1269,24-07-21,Poor customer service,P_3,88
CP_2589,C_1354,24-07-21,Account balance discrepancies,P_3,94
CP_2590,C_1280,25-07-21,Account balance discrepancies,P_3,25
CP_2591,C_1281,25-07-21,Loan application rejections,P_3,92
CP_2592,C_0344,25-07-21,Account balance discrepancies,P_3,67
CP_2593,C_0964,25-07-21,Poor customer service,P_3,43
CP_2594,C_1165,25-07-21,Loan application rejections,P_3,35
CP_2595,C_0317,25-07-21,Account closure problems,P_2,20
CP_2596,C_0150,26-07-21,Failed online transactions,P_2,12
CP_2597,C_0616,26-07-21,Loan application rejections,P_3,40
CP_2598,C_0761,27-07-21,Loan application rejections,P_3,45
CP_2599,C_1166,28-07-21,Poor customer service,P_3,54
CP_2600,C_1394,28-07-21,Loan application rejections,P_3,56
CP_2601,C_1167,28-07-21,Account balance discrepancies,P_3,27
CP_2602,C_0717,28-07-21,Account balance discrepancies,P_3,58
CP_2603,C_1168,28-07-21,Loan application rejections,P_3,88
CP_2604,C_1169,28-07-21,Account balance discrepancies,P_3,66
CP_2605,C_0937,28-07-21,Poor customer service,P_3,86
CP_2606,C_0025,28-07-21,Account balance discrepancies,P_3,28
CP_2607,C_1176,28-07-21,Account balance discrepancies,P_3,25
CP_2608,C_1177,29-07-21,Account balance discrepancies,P_3,50
CP_2609,C_0277,29-07-21,Poor customer service,P_3,74
CP_2610,C_0742,29-07-21,Poor customer service,P_3,58
CP_2611,C_0596,29-07-21,Delayed or undelivered statements,P_2,7
CP_2612,C_0697,29-07-21,Loan application rejections,P_3,49
CP_2613,C_1405,29-07-21,Account balance discrepancies,P_3,36
CP_2614,C_1455,30-07-21,Account closure problems,P_2,19
CP_2615,C_1443,30-07-21,Poor customer service,P_3,72
CP_2616,C_1444,30-07-21,Loan application rejections,P_3,48
CP_2617,C_1169,30-07-21,Loan application rejections,P_3,48
CP_2618,C_0191,30-07-21,Loan application rejections,P_3,57
CP_2619,C_0301,30-07-21,Failed online transactions,P_2,21
CP_2620,C_1112,30-07-21,Loan application rejections,P_3,80
CP_2621,C_0624,31-07-21,Loan application rejections,P_3,78
CP_2622,C_1287,31-07-21,Disputed charges,P_2,16
CP_2623,C_0251,31-07-21,Loan application rejections,P_3,82
CP_2624,C_1480,31-07-21,Account balance discrepancies,P_3,73
CP_2625,C_1113,31-07-21,Loan application rejections,P_3,51
CP_2626,C_0876,01-08-21,Loan application rejections,P_3,52
CP_2627,C_1300,01-08-21,Poor customer service,P_3,90
CP_2628,C_1462,01-08-21,Account balance discrepancies,P_3,88
CP_2629,C_1263,01-08-21,Disputed charges,P_2,21
CP_2630,C_0157,01-08-21,Poor customer service,P_3,83
CP_2631,C_0026,01-08-21,Loan application rejections,P_3,83
CP_2632,C_1114,02-08-21,Account closure problems,P_2,23
CP_2633,C_1065,02-08-21,Disputed charges,P_2,15
CP_2634,C_0138,02-08-21,Account balance discrepancies,P_3,82
CP_2635,C_0617,02-08-21,Poor customer service,P_3,48
CP_2636,C_0907,02-08-21,Account balance discrepancies,P_3,63
CP_2637,C_0792,03-08-21,Account balance discrepancies,P_3,91
CP_2638,C_1492,03-08-21,Account balance discrepancies,P_3,31
CP_2639,C_1493,03-08-21,Failed online transactions,P_2,20
CP_2640,C_1494,04-08-21,Account closure problems,P_2,9
CP_2641,C_0302,04-08-21,Loan application rejections,P_3,47
CP_2642,C_0884,04-08-21,Failed online transactions,P_2,9
CP_2643,C_1198,05-08-21,Account closure problems,P_2,21
CP_2644,C_1199,05-08-21,Poor customer service,P_3,55
CP_2645,C_1200,06-08-21,Disputed charges,P_2,21
CP_2646,C_1496,07-08-21,Loan application rejections,P_3,54
CP_2647,C_0082,07-08-21,Card activation issues,P_1,2
CP_2648,C_0507,07-08-21,Failed online transactions,P_2,8
CP_2649,C_0620,07-08-21,Card activation issues,P_1,3
CP_2650,C_0081,08-08-21,Poor customer service,P_3,57
CP_2651,C_1497,08-08-21,Loan application rejections,P_3,74
CP_2652,C_1349,08-08-21,Account balance discrepancies,P_3,59
CP_2653,C_0246,08-08-21,Account balance discrepancies,P_3,45
CP_2654,C_1350,08-08-21,Account balance discrepancies,P_3,65
CP_2655,C_1351,08-08-21,Account balance discrepancies,P_3,38
CP_2656,C_0483,08-08-21,Poor customer service,P_3,94
CP_2657,C_0709,08-08-21,Poor customer service,P_3,39
CP_2658,C_0732,09-08-21,Account balance discrepancies,P_3,30
CP_2659,C_1033,09-08-21,Account balance discrepancies,P_3,33
CP_2660,C_0004,09-08-21,Disputed charges,P_2,21
CP_2661,C_1352,09-08-21,Poor customer service,P_3,56
CP_2662,C_1353,09-08-21,Delayed or undelivered statements,P_2,16
CP_2663,C_1354,09-08-21,ATM withdrawal issues,P_2,5
CP_2664,C_0255,09-08-21,Account balance discrepancies,P_3,37
CP_2665,C_0725,09-08-21,Account balance discrepancies,P_3,57
CP_2666,C_1411,10-08-21,Unauthorized transactions,P_1,4
CP_2667,C_1355,10-08-21,Account balance discrepancies,P_3,63
CP_2668,C_1356,10-08-21,Disputed charges,P_2,8
CP_2669,C_1150,11-08-21,Account balance discrepancies,P_3,93
CP_2670,C_1467,11-08-21,Poor customer service,P_3,54
CP_2671,C_0043,11-08-21,Account balance discrepancies,P_3,85
CP_2672,C_1271,11-08-21,Loan application rejections,P_3,53
CP_2673,C_1272,11-08-21,Loan application rejections,P_3,40
CP_2674,C_0061,11-08-21,Loan application rejections,P_3,42
CP_2675,C_0212,12-08-21,Loan application rejections,P_3,54
CP_2676,C_1273,12-08-21,Account balance discrepancies,P_3,63
CP_2677,C_1274,13-08-21,Loan application rejections,P_3,87
CP_2678,C_0251,13-08-21,ATM withdrawal issues,P_2,14
CP_2679,C_0909,13-08-21,Poor customer service,P_3,25
CP_2680,C_1163,13-08-21,Loan application rejections,P_3,53
CP_2681,C_1301,14-08-21,Delayed or undelivered statements,P_2,18
CP_2682,C_0141,14-08-21,Failed online transactions,P_2,15
CP_2683,C_0147,14-08-21,ATM withdrawal issues,P_2,15
CP_2684,C_0329,14-08-21,Unauthorized transactions,P_1,2
CP_2685,C_0020,15-08-21,Account balance discrepancies,P_3,27
CP_2686,C_1369,15-08-21,Account balance discrepancies,P_3,58
CP_2687,C_1464,15-08-21,Account closure problems,P_2,15
CP_2688,C_0188,15-08-21,Account balance discrepancies,P_3,89
CP_2689,C_1332,16-08-21,Loan application rejections,P_3,54
CP_2690,C_1459,16-08-21,Account balance discrepancies,P_3,94
CP_2691,C_0175,17-08-21,Poor customer service,P_3,79
CP_2692,C_1213,17-08-21,Loan application rejections,P_3,97
CP_2693,C_1465,17-08-21,Poor customer service,P_3,94
CP_2694,C_1466,18-08-21,Poor customer service,P_3,38
CP_2695,C_1467,18-08-21,Loan application rejections,P_3,90
CP_2696,C_0110,18-08-21,Failed online transactions,P_2,7
CP_2697,C_0915,18-08-21,Loan application rejections,P_3,97
CP_2698,C_0157,19-08-21,Poor customer service,P_3,49
CP_2699,C_1440,19-08-21,Poor customer service,P_3,55
CP_2700,C_0443,19-08-21,Failed online transactions,P_2,18
CP_2701,C_1471,20-08-21,Poor customer service,P_3,75
CP_2702,C_0520,20-08-21,Loan application rejections,P_3,80
CP_2703,C_1384,20-08-21,Account balance discrepancies,P_3,77
CP_2704,C_1452,20-08-21,Loan application rejections,P_3,41
CP_2705,C_0669,20-08-21,Loan application rejections,P_3,93
CP_2706,C_1483,20-08-21,Failed online transactions,P_2,11
CP_2707,C_1484,20-08-21,Poor customer service,P_3,69
CP_2708,C_0328,21-08-21,Account balance discrepancies,P_3,28
CP_2709,C_0659,21-08-21,Account balance discrepancies,P_3,98
CP_2710,C_1370,21-08-21,Poor customer service,P_3,97
CP_2711,C_1485,21-08-21,Account balance discrepancies,P_3,96
CP_2712,C_0154,21-08-21,Poor customer service,P_3,41
CP_2713,C_0223,21-08-21,Unauthorized transactions,P_1,1
CP_2714,C_0228,22-08-21,Poor customer service,P_3,60
CP_2715,C_0999,22-08-21,Poor customer service,P_3,81
CP_2716,C_1083,22-08-21,Account balance discrepancies,P_3,41
CP_2717,C_0741,22-08-21,Delayed or undelivered statements,P_2,12
CP_2718,C_1154,23-08-21,Loan application rejections,P_3,62
CP_2719,C_1486,23-08-21,Poor customer service,P_3,41
CP_2720,C_1185,23-08-21,Poor customer service,P_3,96
CP_2721,C_1156,23-08-21,Poor customer service,P_3,62
CP_2722,C_0677,24-08-21,Account balance discrepancies,P_3,34
CP_2723,C_0136,24-08-21,Account balance discrepancies,P_3,78
CP_2724,C_0440,24-08-21,Loan application rejections,P_3,68
CP_2725,C_0487,25-08-21,Card activation issues,P_1,2
CP_2726,C_0471,25-08-21,Account balance discrepancies,P_3,59
CP_2727,C_0565,25-08-21,Poor customer service,P_3,26
CP_2728,C_1321,25-08-21,Disputed charges,P_2,6
CP_2729,C_1359,25-08-21,Poor customer service,P_3,89
CP_2730,C_1157,25-08-21,Account balance discrepancies,P_3,93
CP_2731,C_1158,25-08-21,Account balance discrepancies,P_3,26
CP_2732,C_1159,25-08-21,Poor customer service,P_3,47
CP_2733,C_0945,25-08-21,Card activation issues,P_1,3
CP_2734,C_1015,26-08-21,Poor customer service,P_3,94
CP_2735,C_0497,26-08-21,Loan application rejections,P_3,50
CP_2736,C_0559,27-08-21,Account balance discrepancies,P_3,89
CP_2737,C_0790,27-08-21,Disputed charges,P_2,13
CP_2738,C_1160,27-08-21,Poor customer service,P_3,53
CP_2739,C_0171,27-08-21,Poor customer service,P_3,83
CP_2740,C_1161,27-08-21,Unauthorized transactions,P_1,3
CP_2741,C_1162,28-08-21,Account balance discrepancies,P_3,86
CP_2742,C_0197,29-08-21,Loan application rejections,P_3,97
CP_2743,C_0755,29-08-21,Poor customer service,P_3,32
CP_2744,C_0262,29-08-21,ATM withdrawal issues,P_2,16
CP_2745,C_0470,29-08-21,Loan application rejections,P_3,26
CP_2746,C_0981,29-08-21,Account balance discrepancies,P_3,29
CP_2747,C_1163,29-08-21,Account closure problems,P_2,11
CP_2748,C_1055,29-08-21,Delayed or undelivered statements,P_2,15
CP_2749,C_0384,29-08-21,Disputed charges,P_2,14
CP_2750,C_0857,30-08-21,Account balance discrepancies,P_3,60
CP_2751,C_0039,30-08-21,Account balance discrepancies,P_3,58
CP_2752,C_1164,30-08-21,Poor customer service,P_3,49
CP_2753,C_1165,30-08-21,Loan application rejections,P_3,88
CP_2754,C_0366,30-08-21,Account balance discrepancies,P_3,89
CP_2755,C_1227,31-08-21,Delayed or undelivered statements,P_2,8
CP_2756,C_1228,31-08-21,Account balance discrepancies,P_3,62
CP_2757,C_1229,01-09-21,Poor customer service,P_3,37
CP_2758,C_1230,01-09-21,Loan application rejections,P_3,76
CP_2759,C_0631,01-09-21,Loan application rejections,P_3,73
CP_2760,C_0982,01-09-21,Delayed or undelivered statements,P_2,23
CP_2761,C_0474,01-09-21,Unauthorized transactions,P_1,3
CP_2762,C_1231,02-09-21,Loan application rejections,P_3,41
CP_2763,C_0183,02-09-21,Account balance discrepancies,P_3,65
CP_2764,C_1434,02-09-21,Poor customer service,P_3,44
CP_2765,C_1232,02-09-21,Account balance discrepancies,P_3,87
CP_2766,C_0245,03-09-21,Account balance discrepancies,P_3,57
CP_2767,C_0401,03-09-21,Account balance discrepancies,P_3,83
CP_2768,C_1233,03-09-21,Account closure problems,P_2,15
CP_2769,C_1234,03-09-21,Account balance discrepancies,P_3,96
CP_2770,C_1235,04-09-21,Poor customer service,P_3,50
CP_2771,C_0212,04-09-21,Loan application rejections,P_3,71
CP_2772,C_0447,05-09-21,Disputed charges,P_2,9
CP_2773,C_0043,05-09-21,Account balance discrepancies,P_3,76
CP_2774,C_0478,05-09-21,Account balance discrepancies,P_3,92
CP_2775,C_0764,05-09-21,ATM withdrawal issues,P_2,18
CP_2776,C_1236,05-09-21,Poor customer service,P_3,49
CP_2777,C_1237,05-09-21,Account balance discrepancies,P_3,42
CP_2778,C_1238,06-09-21,Poor customer service,P_3,32
CP_2779,C_1239,06-09-21,Loan application rejections,P_3,48
CP_2780,C_1240,06-09-21,Account balance discrepancies,P_3,47
CP_2781,C_0266,06-09-21,Loan application rejections,P_3,37
CP_2782,C_0690,07-09-21,Account balance discrepancies,P_3,60
CP_2783,C_0783,07-09-21,Account balance discrepancies,P_3,25
CP_2784,C_1214,07-09-21,Account balance discrepancies,P_3,99
CP_2785,C_0448,07-09-21,Account closure problems,P_2,6
CP_2786,C_1241,08-09-21,Loan application rejections,P_3,33
CP_2787,C_1242,08-09-21,Poor customer service,P_3,45
CP_2788,C_1243,08-09-21,Card activation issues,P_1,1
CP_2789,C_1244,08-09-21,Unauthorized transactions,P_1,3
CP_2790,C_1245,09-09-21,Account balance discrepancies,P_3,53
CP_2791,C_1246,09-09-21,Poor customer service,P_3,100
CP_2792,C_0219,09-09-21,ATM withdrawal issues,P_2,5
CP_2793,C_0463,09-09-21,Poor customer service,P_3,44
CP_2794,C_0563,09-09-21,Account balance discrepancies,P_3,49
CP_2795,C_0320,10-09-21,Account balance discrepancies,P_3,57
CP_2796,C_1247,10-09-21,Account balance discrepancies,P_3,52
CP_2797,C_1248,10-09-21,Poor customer service,P_3,55
CP_2798,C_1249,11-09-21,Failed online transactions,P_2,19
CP_2799,C_0506,11-09-21,Poor customer service,P_3,74
CP_2800,C_0882,12-09-21,Loan application rejections,P_3,75
CP_2801,C_1098,12-09-21,Poor customer service,P_3,98
CP_2802,C_1215,12-09-21,Poor customer service,P_3,57
CP_2803,C_0004,12-09-21,Loan application rejections,P_3,55
CP_2804,C_1483,12-09-21,Poor customer service,P_3,47
CP_2805,C_1250,13-09-21,Unauthorized transactions,P_1,2
CP_2806,C_1163,13-09-21,Poor customer service,P_3,29
CP_2807,C_1164,13-09-21,Account balance discrepancies,P_3,70
CP_2808,C_0581,13-09-21,Loan application rejections,P_3,100
CP_2809,C_0867,13-09-21,Account balance discrepancies,P_3,98
CP_2810,C_1149,14-09-21,Poor customer service,P_3,90
CP_2811,C_1415,14-09-21,Poor customer service,P_3,60
CP_2812,C_1436,14-09-21,Poor customer service,P_3,71
CP_2813,C_1165,14-09-21,Poor customer service,P_3,95
CP_2814,C_1166,15-09-21,Loan application rejections,P_3,60
CP_2815,C_0350,15-09-21,Account balance discrepancies,P_3,65
CP_2816,C_0042,15-09-21,Loan application rejections,P_3,33
CP_2817,C_0901,16-09-21,Loan application rejections,P_3,45
CP_2818,C_0990,16-09-21,Failed online transactions,P_2,16
CP_2819,C_0292,16-09-21,Poor customer service,P_3,36
CP_2820,C_0342,16-09-21,Account closure problems,P_2,23
CP_2821,C_0426,16-09-21,Account balance discrepancies,P_3,41
CP_2822,C_1167,17-09-21,Poor customer service,P_3,74
CP_2823,C_1374,17-09-21,Account balance discrepancies,P_3,37
CP_2824,C_0832,17-09-21,Failed online transactions,P_2,24
CP_2825,C_0209,17-09-21,Loan application rejections,P_3,78
CP_2826,C_1323,18-09-21,Delayed or undelivered statements,P_2,9
CP_2827,C_0462,18-09-21,Account balance discrepancies,P_3,79
CP_2828,C_1375,18-09-21,Poor customer service,P_3,37
CP_2829,C_1376,18-09-21,Poor customer service,P_3,51
CP_2830,C_1225,18-09-21,Loan application rejections,P_3,38
CP_2831,C_1282,18-09-21,Poor customer service,P_3,59
CP_2832,C_1283,18-09-21,Poor customer service,P_3,33
CP_2833,C_0978,19-09-21,Account balance discrepancies,P_3,38
CP_2834,C_1494,19-09-21,Poor customer service,P_3,27
CP_2835,C_1362,19-09-21,Poor customer service,P_3,60
CP_2836,C_1300,20-09-21,Poor customer service,P_3,87
CP_2837,C_0029,20-09-21,Poor customer service,P_3,90
CP_2838,C_1207,20-09-21,Poor customer service,P_3,84
CP_2839,C_0773,20-09-21,Account closure problems,P_2,23
CP_2840,C_1301,21-09-21,Loan application rejections,P_3,37
CP_2841,C_1302,21-09-21,Poor customer service,P_3,42
CP_2842,C_1303,21-09-21,Loan application rejections,P_3,81
CP_2843,C_1304,21-09-21,Account balance discrepancies,P_3,82
CP_2844,C_1305,21-09-21,Failed online transactions,P_2,18
CP_2845,C_0325,21-09-21,Disputed charges,P_2,18
CP_2846,C_0204,22-09-21,Failed online transactions,P_2,22
CP_2847,C_1101,22-09-21,Account balance discrepancies,P_3,59
CP_2848,C_1306,22-09-21,Delayed or undelivered statements,P_2,15
CP_2849,C_1307,23-09-21,Card activation issues,P_1,3
CP_2850,C_1308,23-09-21,Delayed or undelivered statements,P_2,12
CP_2851,C_1309,23-09-21,Disputed charges,P_2,12
CP_2852,C_0515,23-09-21,Account balance discrepancies,P_3,81
CP_2853,C_1189,23-09-21,Account closure problems,P_2,10
CP_2854,C_0136,24-09-21,Loan application rejections,P_3,32
CP_2855,C_0421,24-09-21,Loan application rejections,P_3,61
CP_2856,C_0755,24-09-21,Disputed charges,P_2,10
CP_2857,C_0015,24-09-21,Account balance discrepancies,P_3,74
CP_2858,C_1190,24-09-21,Card activation issues,P_1,3
CP_2859,C_1191,25-09-21,Loan application rejections,P_3,80
CP_2860,C_1192,25-09-21,Loan application rejections,P_3,48
CP_2861,C_1193,25-09-21,Loan application rejections,P_3,61
CP_2862,C_1194,25-09-21,Loan application rejections,P_3,79
CP_2863,C_0938,25-09-21,Card activation issues,P_1,1
CP_2864,C_1195,25-09-21,Failed online transactions,P_2,23
CP_2865,C_1196,25-09-21,Account balance discrepancies,P_3,83
CP_2866,C_1197,26-09-21,Loan application rejections,P_3,68
CP_2867,C_1005,26-09-21,Account balance discrepancies,P_3,52
CP_2868,C_0580,26-09-21,Loan application rejections,P_3,29
CP_2869,C_1198,26-09-21,Account balance discrepancies,P_3,95
CP_2870,C_1199,26-09-21,Poor customer service,P_3,99
CP_2871,C_0529,26-09-21,Loan application rejections,P_3,45
CP_2872,C_0791,27-09-21,Disputed charges,P_2,15
CP_2873,C_0534,27-09-21,Account balance discrepancies,P_3,57
CP_2874,C_1438,27-09-21,Account balance discrepancies,P_3,56
CP_2875,C_1439,28-09-21,Account balance discrepancies,P_3,59
CP_2876,C_1440,28-09-21,Poor customer service,P_3,72
CP_2877,C_0287,28-09-21,Poor customer service,P_3,60
CP_2878,C_1153,29-09-21,Poor customer service,P_3,28
CP_2879,C_0336,29-09-21,Poor customer service,P_3,47
CP_2880,C_1174,29-09-21,Account balance discrepancies,P_3,95
CP_2881,C_0776,29-09-21,ATM withdrawal issues,P_2,19
CP_2882,C_1175,30-09-21,Poor customer service,P_3,67
CP_2883,C_1412,30-09-21,Loan application rejections,P_3,85
CP_2884,C_1363,30-09-21,Loan application rejections,P_3,32
CP_2885,C_1176,01-10-21,Loan application rejections,P_3,83
CP_2886,C_1177,01-10-21,Account balance discrepancies,P_3,65
CP_2887,C_1178,01-10-21,Account balance discrepancies,P_3,61
CP_2888,C_0045,02-10-21,Loan application rejections,P_3,68
CP_2889,C_0200,02-10-21,Loan application rejections,P_3,95
CP_2890,C_0241,02-10-21,Account balance discrepancies,P_3,71
CP_2891,C_1317,02-10-21,Loan application rejections,P_3,55
CP_2892,C_1179,02-10-21,Poor customer service,P_3,59
CP_2893,C_1180,03-10-21,Poor customer service,P_3,45
CP_2894,C_1181,03-10-21,Account closure problems,P_2,19
CP_2895,C_0038,03-10-21,Poor customer service,P_3,94
CP_2896,C_0353,03-10-21,Delayed or undelivered statements,P_2,6
CP_2897,C_0442,03-10-21,Poor customer service,P_3,54
CP_2898,C_1130,04-10-21,Account balance discrepancies,P_3,58
CP_2899,C_0463,04-10-21,Account closure problems,P_2,21
CP_2900,C_0557,05-10-21,Delayed or undelivered statements,P_2,7
CP_2901,C_0748,05-10-21,Account balance discrepancies,P_3,31
CP_2902,C_1382,05-10-21,Loan application rejections,P_3,33
CP_2903,C_0644,05-10-21,Loan application rejections,P_3,26
CP_2904,C_0188,06-10-21,Account balance discrepancies,P_3,91
CP_2905,C_0503,07-10-21,Poor customer service,P_3,96
CP_2906,C_1383,07-10-21,Loan application rejections,P_3,46
CP_2907,C_0164,07-10-21,ATM withdrawal issues,P_2,6
CP_2908,C_0473,08-10-21,ATM withdrawal issues,P_2,20
CP_2909,C_1001,08-10-21,Loan application rejections,P_3,91
CP_2910,C_1073,08-10-21,Delayed or undelivered statements,P_2,6
CP_2911,C_1243,09-10-21,Account balance discrepancies,P_3,94
CP_2912,C_0369,09-10-21,Poor customer service,P_3,76
CP_2913,C_0059,09-10-21,Loan application rejections,P_3,25
CP_2914,C_1384,09-10-21,Account balance discrepancies,P_3,99
CP_2915,C_0928,09-10-21,Account balance discrepancies,P_3,47
CP_2916,C_1385,09-10-21,Loan application rejections,P_3,73
CP_2917,C_0433,09-10-21,Unauthorized transactions,P_1,3
CP_2918,C_1022,10-10-21,ATM withdrawal issues,P_2,21
CP_2919,C_1443,10-10-21,Account closure problems,P_2,19
CP_2920,C_0907,10-10-21,Account balance discrepancies,P_3,32
CP_2921,C_1312,10-10-21,ATM withdrawal issues,P_2,20
CP_2922,C_1386,10-10-21,ATM withdrawal issues,P_2,19
CP_2923,C_0073,10-10-21,Poor customer service,P_3,79
CP_2924,C_0566,10-10-21,Loan application rejections,P_3,76
CP_2925,C_0691,11-10-21,Failed online transactions,P_2,9
CP_2926,C_1387,11-10-21,Delayed or undelivered statements,P_2,11
CP_2927,C_1388,11-10-21,Poor customer service,P_3,60
CP_2928,C_0326,11-10-21,Account balance discrepancies,P_3,41
CP_2929,C_1260,11-10-21,Loan application rejections,P_3,56
CP_2930,C_0589,12-10-21,Account balance discrepancies,P_3,27
CP_2931,C_1389,12-10-21,Account balance discrepancies,P_3,40
CP_2932,C_1390,12-10-21,Loan application rejections,P_3,67
CP_2933,C_1391,12-10-21,Account balance discrepancies,P_3,31
CP_2934,C_1392,12-10-21,Account balance discrepancies,P_3,93
CP_2935,C_0151,13-10-21,Account closure problems,P_2,21
CP_2936,C_0401,13-10-21,Unauthorized transactions,P_1,1
CP_2937,C_0963,13-10-21,Loan application rejections,P_3,58
CP_2938,C_1349,14-10-21,Loan application rejections,P_3,96
CP_2939,C_1393,14-10-21,Loan application rejections,P_3,30
CP_2940,C_0480,14-10-21,Poor customer service,P_3,88
CP_2941,C_0640,14-10-21,Poor customer service,P_3,53
CP_2942,C_0997,14-10-21,Poor customer service,P_3,52
CP_2943,C_1282,14-10-21,Account balance discrepancies,P_3,28
CP_2944,C_1394,15-10-21,Account balance discrepancies,P_3,74
CP_2945,C_1395,16-10-21,Loan application rejections,P_3,30
CP_2946,C_1396,16-10-21,Failed online transactions,P_2,9
CP_2947,C_1315,16-10-21,Poor customer service,P_3,51
CP_2948,C_1397,16-10-21,Account balance discrepancies,P_3,73
CP_2949,C_0827,16-10-21,Failed online transactions,P_2,23
CP_2950,C_1398,17-10-21,Loan application rejections,P_3,88
CP_2951,C_1301,17-10-21,Poor customer service,P_3,73
CP_2952,C_1302,17-10-21,Poor customer service,P_3,29
CP_2953,C_1303,17-10-21,Disputed charges,P_2,14
CP_2954,C_1372,18-10-21,Poor customer service,P_3,44
CP_2955,C_1304,18-10-21,Disputed charges,P_2,20
CP_2956,C_1305,18-10-21,Account balance discrepancies,P_3,87
CP_2957,C_0576,18-10-21,ATM withdrawal issues,P_2,16
CP_2958,C_0587,18-10-21,Loan application rejections,P_3,55
CP_2959,C_1464,18-10-21,Loan application rejections,P_3,76
CP_2960,C_1475,18-10-21,Poor customer service,P_3,99
CP_2961,C_1322,19-10-21,Poor customer service,P_3,86
CP_2962,C_1388,19-10-21,Poor customer service,P_3,27
CP_2963,C_0722,19-10-21,Account balance discrepancies,P_3,71
CP_2964,C_1175,20-10-21,Loan application rejections,P_3,89
CP_2965,C_0035,20-10-21,Account balance discrepancies,P_3,37
CP_2966,C_1140,20-10-21,Loan application rejections,P_3,57
CP_2967,C_0602,20-10-21,Failed online transactions,P_2,6
CP_2968,C_0357,20-10-21,Account balance discrepancies,P_3,38
CP_2969,C_1306,20-10-21,Account balance discrepancies,P_3,50
CP_2970,C_1271,20-10-21,Loan application rejections,P_3,33
CP_2971,C_1272,21-10-21,Account balance discrepancies,P_3,85
CP_2972,C_1273,21-10-21,Account balance discrepancies,P_3,65
CP_2973,C_0166,21-10-21,Loan application rejections,P_3,42
CP_2974,C_0020,21-10-21,Loan application rejections,P_3,31
CP_2975,C_0671,21-10-21,Loan application rejections,P_3,74
CP_2976,C_0815,21-10-21,Loan application rejections,P_3,59
CP_2977,C_1274,21-10-21,ATM withdrawal issues,P_2,20
CP_2978,C_1347,21-10-21,Disputed charges,P_2,21
CP_2979,C_1348,21-10-21,Account balance discrepancies,P_3,73
CP_2980,C_1349,22-10-21,Poor customer service,P_3,95
CP_2981,C_1350,22-10-21,Loan application rejections,P_3,85
CP_2982,C_0861,22-10-21,Account balance discrepancies,P_3,37
CP_2983,C_0044,22-10-21,Failed online transactions,P_2,6
CP_2984,C_0604,22-10-21,Loan application rejections,P_3,27
CP_2985,C_1421,22-10-21,Account balance discrepancies,P_3,27
CP_2986,C_1351,22-10-21,Loan application rejections,P_3,83
CP_2987,C_1352,22-10-21,Loan application rejections,P_3,98
CP_2988,C_0900,22-10-21,Loan application rejections,P_3,43
CP_2989,C_0912,23-10-21,Account balance discrepancies,P_3,88
CP_2990,C_0126,23-10-21,Account balance discrepancies,P_3,40
CP_2991,C_0505,23-10-21,Loan application rejections,P_3,79
CP_2992,C_1204,23-10-21,Loan application rejections,P_3,55
CP_2993,C_0264,23-10-21,ATM withdrawal issues,P_2,22
CP_2994,C_0314,24-10-21,Account balance discrepancies,P_3,42
CP_2995,C_1353,24-10-21,Loan application rejections,P_3,41
CP_2996,C_0983,24-10-21,Loan application rejections,P_3,36
CP_2997,C_1354,24-10-21,Account balance discrepancies,P_3,41
CP_2998,C_1355,24-10-21,Loan application rejections,P_3,80
CP_2999,C_1356,25-10-21,Account balance discrepancies,P_3,92
CP_3000,C_0549,25-10-21,Account balance discrepancies,P_3,39
CP_3001,C_1045,25-10-21,Poor customer service,P_3,91
CP_3002,C_1357,25-10-21,ATM withdrawal issues,P_2,22
CP_3003,C_0395,25-10-21,Account balance discrepancies,P_3,95
CP_3004,C_0045,26-10-21,Card activation issues,P_1,4
CP_3005,C_0156,26-10-21,Account balance discrepancies,P_3,78
CP_3006,C_0270,26-10-21,ATM withdrawal issues,P_2,8
CP_3007,C_0322,26-10-21,Loan application rejections,P_3,43
CP_3008,C_1358,26-10-21,Loan application rejections,P_3,73
CP_3009,C_1359,26-10-21,Loan application rejections,P_3,84
CP_3010,C_1471,26-10-21,Account balance discrepancies,P_3,34
CP_3011,C_1472,26-10-21,Delayed or undelivered statements,P_2,10
CP_3012,C_0789,27-10-21,Loan application rejections,P_3,63
CP_3013,C_1473,27-10-21,Disputed charges,P_2,9
CP_3014,C_1474,27-10-21,Account balance discrepancies,P_3,61
CP_3015,C_1218,27-10-21,Poor customer service,P_3,72
CP_3016,C_0072,27-10-21,Account balance discrepancies,P_3,60
CP_3017,C_0262,28-10-21,Unauthorized transactions,P_1,3
CP_3018,C_0712,28-10-21,Account balance discrepancies,P_3,26
CP_3019,C_1340,28-10-21,Account balance discrepancies,P_3,48
CP_3020,C_0014,28-10-21,ATM withdrawal issues,P_2,8
CP_3021,C_1475,28-10-21,Loan application rejections,P_3,39
CP_3022,C_1060,29-10-21,Account balance discrepancies,P_3,52
CP_3023,C_0330,29-10-21,Disputed charges,P_2,20
CP_3024,C_0477,29-10-21,Poor customer service,P_3,67
CP_3025,C_0860,29-10-21,Poor customer service,P_3,79
CP_3026,C_1161,29-10-21,Account balance discrepancies,P_3,76
CP_3027,C_1476,30-10-21,Loan application rejections,P_3,74
CP_3028,C_1447,30-10-21,Poor customer service,P_3,51
