Account_SKey,Account_ID,Customer_ID,Account_Type,Balance,Account_Open Date,Account_End Date,Status 
SA_5742,AC_5742,C_1134,Certificate of Deposit,55163.34,19-02-21,,Active
SA_5743,AC_5743,C_1135,Certificate of Deposit,62472.65,19-02-21,,Active
SA_5744,AC_5744,C_0674,Saving Account,16358.32,19-02-21,,Active
SA_5745,AC_5745,C_1337,Fixed Deposit,146569.77,19-02-21,,Active
SA_5746,AC_5746,C_0341,Saving Account,51621.76,19-02-21,,Active
SA_5747,AC_5747,C_0736,Hire Purchase,67682.92,19-02-21,,Active
SA_5748,AC_5748,C_1497,Fixed Deposit,17332.05,19-02-21,,Active
SA_5749,AC_5749,C_0769,Checking Account,918.56,19-02-21,,Active
SA_5750,AC_5750,C_0228,Checking Account,44973.03,19-02-21,,Active
SA_5751,AC_5751,C_0017,Fixed Deposit,6631.65,19-02-21,,Active
SA_5752,AC_5752,C_0774,Credit Card,25913.01,19-02-21,,Active
SA_5753,AC_5753,C_1012,Hire Purchase,39865.605,19-02-21,,Active
SA_5754,AC_5754,C_1173,Debit Card,77986.605,19-02-21,,Active
SA_5755,AC_5755,C_0626,Saving Account,89459.19,19-02-21,,Active
SA_5756,AC_5756,C_0850,Hire Purchase,128960.52,19-02-21,,Active
SA_5757,AC_5757,C_1136,Fixed Deposit,48396.17,20-02-21,,Active
SA_5758,AC_5758,C_1137,Fixed Deposit,51614.58,20-02-21,,Active
SA_5759,AC_5759,C_1138,Debit Card,15690.97,20-02-21,,Active
SA_5760,AC_5760,C_0349,Saving Account,28116.71,20-02-21,,Active
SA_5761,AC_5761,C_0511,Certificate of Deposit,41643.52,20-02-21,,Active
SA_5762,AC_5762,C_0171,Saving Account,4997.7,20-02-21,,Active
SA_5763,AC_5763,C_0506,Certificate of Deposit,32533.38,20-02-21,,Active
SA_5764,AC_5764,C_0984,Debit Card,159501.57,20-02-21,,Active
SA_5765,AC_5765,C_1286,Hire Purchase,5369.67,21-02-21,,Active
SA_5766,AC_5766,C_0473,Mortgages,45276.8,21-02-21,13-08-22,Closed
SA_5767,AC_5767,C_0737,Mortgages,39028.74,21-02-21,19-12-22,Closed
SA_5768,AC_5768,C_0462,Checking Account,81684.68,21-02-21,,Active
SA_5769,AC_5769,C_0112,Checking Account,20627.65,21-02-21,,Active
SA_5770,AC_5770,C_1334,Fixed Deposit,4076.19,21-02-21,,Active
SA_5771,AC_5771,C_1139,Credit Card,40691.52,21-02-21,,Active
SA_5772,AC_5772,C_1140,Certificate of Deposit,33024.7,21-02-21,,Active
SA_5773,AC_5773,C_0954,Credit Card,16696.08,21-02-21,,Active
SA_5774,AC_5774,C_1385,Debit Card,39275.12,21-02-21,,Active
SA_5775,AC_5775,C_1060,Certificate of Deposit,13660.365,21-02-21,,Active
SA_5776,AC_5776,C_0207,Debit Card,20774.625,21-02-21,,Active
SA_5777,AC_5777,C_0820,Debit Card,72400.14,21-02-21,,Active
SA_5778,AC_5778,C_1330,Hire Purchase,58376.83,22-02-21,24-08-22,Closed
SA_5779,AC_5779,C_0675,Hire Purchase,11076.52,22-02-21,22-12-22,Closed
SA_5780,AC_5780,C_0805,Debit Card,118545.49,22-02-21,,Active
SA_5781,AC_5781,C_0398,Saving Account,31681.14,22-02-21,,Active
SA_5782,AC_5782,C_1011,Certificate of Deposit,20461.13,22-02-21,,Active
SA_5783,AC_5783,C_0107,Hire Purchase,50819.63,22-02-21,08-07-22,Closed
SA_5784,AC_5784,C_1141,Checking Account,7039.42,22-02-21,,Active
SA_5785,AC_5785,C_1142,Certificate of Deposit,9161.15,22-02-21,,Active
SA_5786,AC_5786,C_1143,Checking Account,19089.33,22-02-21,,Active
SA_5787,AC_5787,C_0787,Credit Card,58309.54,22-02-21,,Active
SA_5788,AC_5788,C_0819,Certificate of Deposit,56652.56,22-02-21,,Active
SA_5789,AC_5789,C_1201,Saving Account,182156.81,22-02-21,,Active
SA_5790,AC_5790,C_1469,Hire Purchase,9667.85,22-02-21,,Active
SA_5791,AC_5791,C_0695,Hire Purchase,110525.6,22-02-21,,Active
SA_5792,AC_5792,C_0711,Debit Card,6979.965,22-02-21,,Active
SA_5793,AC_5793,C_0491,Saving Account,17608.05,22-02-21,,Active
SA_5794,AC_5794,C_0342,Debit Card,39078.36,22-02-21,,Active
SA_5795,AC_5795,C_0889,Certificate of Deposit,42719.88,22-02-21,,Active
SA_5796,AC_5796,C_0974,Certificate of Deposit,85690.545,22-02-21,,Active
SA_5797,AC_5797,C_0505,Hire Purchase,1602.81,23-02-21,,Active
SA_5798,AC_5798,C_0781,Certificate of Deposit,74530.06,23-02-21,06-04-22,Closed
SA_5799,AC_5799,C_1144,Credit Card,64757.52,23-02-21,,Active
SA_5800,AC_5800,C_1145,Debit Card,39603.99,23-02-21,,Active
SA_5801,AC_5801,C_1146,Debit Card,41704.56,23-02-21,,Active
SA_5802,AC_5802,C_1147,Debit Card,30436.38,23-02-21,,Active
SA_5803,AC_5803,C_0233,Checking Account,4573.26,23-02-21,,Active
SA_5804,AC_5804,C_0748,Hire Purchase,21785.58,23-02-21,,Active
SA_5805,AC_5805,C_0327,Certificate of Deposit,7463.59,24-02-21,02-03-22,Closed
SA_5806,AC_5806,C_0123,Saving Account,31275.84,24-02-21,,Active
SA_5807,AC_5807,C_1180,Saving Account,23183.41,24-02-21,,Active
SA_5808,AC_5808,C_0339,Fixed Deposit,33008.01,24-02-21,,Active
SA_5809,AC_5809,C_1148,Mortgages,40200.6,24-02-21,,Active
SA_5810,AC_5810,C_1149,Fixed Deposit,76181.33,24-02-21,,Active
SA_5811,AC_5811,C_0931,Saving Account,17565.51,24-02-21,,Active
SA_5812,AC_5812,C_1129,Fixed Deposit,15775.81,24-02-21,,Active
SA_5813,AC_5813,C_0983,Debit Card,4439.7,24-02-21,,Active
SA_5814,AC_5814,C_0991,Credit Card,23899.56,24-02-21,,Active
SA_5815,AC_5815,C_1408,Credit Card,1905.46,24-02-21,,Active
SA_5816,AC_5816,C_0122,Mortgages,184581.68,24-02-21,,Active
SA_5817,AC_5817,C_0397,Credit Card,23068.125,24-02-21,,Active
SA_5818,AC_5818,C_0958,Checking Account,47922.9,24-02-21,,Active
SA_5819,AC_5819,C_0530,Certificate of Deposit,49796.235,24-02-21,,Active
SA_5820,AC_5820,C_1008,Mortgages,58056.78,24-02-21,,Active
SA_5821,AC_5821,C_1009,Fixed Deposit,58229.175,24-02-21,,Active
SA_5822,AC_5822,C_0352,Mortgages,73387.65,24-02-21,,Active
SA_5823,AC_5823,C_0081,Checking Account,118641.63,24-02-21,,Active
SA_5824,AC_5824,C_0726,Mortgages,47381.87,25-02-21,04-10-22,Closed
SA_5825,AC_5825,C_0530,Mortgages,73513.79,25-02-21,13-04-22,Closed
SA_5826,AC_5826,C_1353,Saving Account,15478.24,25-02-21,,Active
SA_5827,AC_5827,C_0888,Credit Card,54186.89,25-02-21,,Active
SA_5828,AC_5828,C_1150,Mortgages,10562.39,25-02-21,,Active
SA_5829,AC_5829,C_1151,Mortgages,28479.55,25-02-21,,Active
SA_5830,AC_5830,C_1152,Hire Purchase,103792.53,25-02-21,,Active
SA_5831,AC_5831,C_1282,Saving Account,54685.83,25-02-21,,Active
SA_5832,AC_5832,C_0304,Hire Purchase,84220.99,25-02-21,,Active
SA_5833,AC_5833,C_0683,Fixed Deposit,25407.37,25-02-21,,Active
SA_5834,AC_5834,C_1330,Hire Purchase,47942.04,25-02-21,,Active
SA_5835,AC_5835,C_0663,Fixed Deposit,10704.25,25-02-21,,Active
SA_5836,AC_5836,C_0180,Saving Account,25983.54,25-02-21,,Active
SA_5837,AC_5837,C_0096,Checking Account,69952.665,25-02-21,,Active
SA_5838,AC_5838,C_1390,Hire Purchase,201937.635,25-02-21,,Active
SA_5839,AC_5839,C_0816,Mortgages,14279.24,26-02-21,21-08-22,Closed
SA_5840,AC_5840,C_0903,Certificate of Deposit,13036.35,26-02-21,24-01-22,Closed
SA_5841,AC_5841,C_1153,Fixed Deposit,61587.63,26-02-21,,Active
SA_5842,AC_5842,C_1019,Mortgages,15378.75,26-02-21,,Active
SA_5843,AC_5843,C_1408,Certificate of Deposit,73490.09,26-02-21,,Active
SA_5844,AC_5844,C_0765,Checking Account,4802.25,26-02-21,,Active
SA_5845,AC_5845,C_0500,Mortgages,717.13,26-02-21,,Active
SA_5846,AC_5846,C_0615,Credit Card,6755.7,26-02-21,,Active
SA_5847,AC_5847,C_0893,Fixed Deposit,31111.125,26-02-21,,Active
SA_5848,AC_5848,C_1188,Fixed Deposit,50554.665,26-02-21,,Active
SA_5849,AC_5849,C_0536,Checking Account,158543.82,26-02-21,,Active
SA_5850,AC_5850,C_1036,Fixed Deposit,2619.62,27-02-21,,Active
SA_5851,AC_5851,C_0666,Saving Account,38041.18,27-02-21,,Active
SA_5852,AC_5852,C_1154,Credit Card,197923.05,27-02-21,,Active
SA_5853,AC_5853,C_1155,Debit Card,50111.16,27-02-21,,Active
SA_5854,AC_5854,C_1156,Credit Card,188382.77,27-02-21,,Active
SA_5855,AC_5855,C_1157,Credit Card,130717.22,27-02-21,,Active
SA_5856,AC_5856,C_0430,Hire Purchase,35888.1,27-02-21,,Active
SA_5857,AC_5857,C_1365,Certificate of Deposit,57622.79,27-02-21,,Active
SA_5858,AC_5858,C_0310,Mortgages,83058.14,27-02-21,,Active
SA_5859,AC_5859,C_0711,Fixed Deposit,4653.31,27-02-21,,Active
SA_5860,AC_5860,C_0831,Certificate of Deposit,42676.89,27-02-21,,Active
SA_5861,AC_5861,C_1500,Saving Account,49537.05,27-02-21,,Active
SA_5862,AC_5862,C_0623,Certificate of Deposit,33570.99,28-02-21,29-09-22,Closed
SA_5863,AC_5863,C_0696,Debit Card,30742.33,28-02-21,,Active
SA_5864,AC_5864,C_1158,Checking Account,12964.93,28-02-21,,Active
SA_5865,AC_5865,C_1403,Fixed Deposit,82336.73,28-02-21,,Active
SA_5866,AC_5866,C_0374,Fixed Deposit,13764.72,28-02-21,,Active
SA_5867,AC_5867,C_0749,Saving Account,84693.18,28-02-21,,Active
SA_5868,AC_5868,C_1039,Checking Account,88743.345,28-02-21,,Active
SA_5869,AC_5869,C_1229,Checking Account,11224.82,01-03-21,,Active
SA_5870,AC_5870,C_1159,Saving Account,10908.33,01-03-21,,Active
SA_5871,AC_5871,C_1160,Mortgages,32324.22,01-03-21,,Active
SA_5872,AC_5872,C_1130,Fixed Deposit,8680.37,01-03-21,,Active
SA_5873,AC_5873,C_0464,Fixed Deposit,96673.11,01-03-21,,Active
SA_5874,AC_5874,C_0589,Debit Card,50115.25,01-03-21,,Active
SA_5875,AC_5875,C_1147,Checking Account,23559.015,01-03-21,,Active
SA_5876,AC_5876,C_0421,Certificate of Deposit,29445.165,01-03-21,,Active
SA_5877,AC_5877,C_0683,Credit Card,38111.055,01-03-21,,Active
SA_5878,AC_5878,C_0793,Debit Card,62662.8,01-03-21,,Active
SA_5879,AC_5879,C_1293,Debit Card,152597.805,01-03-21,,Active
SA_5880,AC_5880,C_0993,Hire Purchase,174240.06,01-03-21,,Active
SA_5881,AC_5881,C_0001,Debit Card,113810.15,02-03-21,,Active
SA_5882,AC_5882,C_0219,Certificate of Deposit,51141.07,02-03-21,13-10-22,Closed
SA_5883,AC_5883,C_1039,Fixed Deposit,24845.43,02-03-21,,Active
SA_5884,AC_5884,C_0497,Saving Account,5789.63,02-03-21,,Active
SA_5885,AC_5885,C_1161,Credit Card,31802.92,02-03-21,,Active
SA_5886,AC_5886,C_1162,Debit Card,14835.01,02-03-21,,Active
SA_5887,AC_5887,C_1163,Hire Purchase,46034.1,02-03-21,,Active
SA_5888,AC_5888,C_1164,Saving Account,19378.62,02-03-21,,Active
SA_5889,AC_5889,C_1165,Saving Account,80558.45,02-03-21,,Active
SA_5890,AC_5890,C_1166,Credit Card,85187.91,02-03-21,,Active
SA_5891,AC_5891,C_1117,Mortgages,24814.065,02-03-21,,Active
SA_5892,AC_5892,C_1109,Fixed Deposit,31231.845,02-03-21,,Active
SA_5893,AC_5893,C_1216,Hire Purchase,42175.065,02-03-21,,Active
SA_5894,AC_5894,C_0599,Credit Card,43015.08,02-03-21,,Active
SA_5895,AC_5895,C_1339,Credit Card,37204.58,03-03-21,,Active
SA_5896,AC_5896,C_0034,Checking Account,54533.59,03-03-21,,Active
SA_5897,AC_5897,C_0816,Debit Card,14009.77,03-03-21,,Active
SA_5898,AC_5898,C_0162,Certificate of Deposit,48967.15,03-03-21,,Active
SA_5899,AC_5899,C_0222,Saving Account,4072.58,03-03-21,,Active
SA_5900,AC_5900,C_0704,Hire Purchase,43526.55,03-03-21,,Active
SA_5901,AC_5901,C_0759,Mortgages,48268.62,03-03-21,,Active
SA_5902,AC_5902,C_1133,Hire Purchase,44017.46,03-03-21,,Active
SA_5903,AC_5903,C_0216,Certificate of Deposit,48146.54,04-03-21,18-12-22,Closed
SA_5904,AC_5904,C_0432,Credit Card,4287.78,04-03-21,,Active
SA_5905,AC_5905,C_0994,Hire Purchase,33589.65,04-03-21,09-02-22,Closed
SA_5906,AC_5906,C_0266,Hire Purchase,47414.52,04-03-21,,Active
SA_5907,AC_5907,C_0686,Certificate of Deposit,35888.1,04-03-21,,Active
SA_5908,AC_5908,C_0699,Hire Purchase,105695.88,04-03-21,,Active
SA_5909,AC_5909,C_1016,Checking Account,634.41,04-03-21,,Active
SA_5910,AC_5910,C_0775,Certificate of Deposit,31384.035,04-03-21,,Active
SA_5911,AC_5911,C_0470,Credit Card,131023.485,04-03-21,,Active
SA_5912,AC_5912,C_1321,Debit Card,218117.085,04-03-21,,Active
SA_5913,AC_5913,C_0200,Fixed Deposit,224276.565,04-03-21,,Active
SA_5914,AC_5914,C_0068,Hire Purchase,53585.22,05-03-21,18-01-22,Closed
SA_5915,AC_5915,C_0877,Checking Account,135088.58,05-03-21,,Active
SA_5916,AC_5916,C_0731,Fixed Deposit,14174.09,05-03-21,,Active
SA_5917,AC_5917,C_0290,Fixed Deposit,70357.61,05-03-21,,Active
SA_5918,AC_5918,C_1108,Mortgages,90250.17,05-03-21,08-03-22,Closed
SA_5919,AC_5919,C_0049,Mortgages,14273.21,05-03-21,,Active
SA_5920,AC_5920,C_0249,Fixed Deposit,29481.76,05-03-21,,Active
SA_5921,AC_5921,C_0780,Saving Account,60857.23,05-03-21,,Active
SA_5922,AC_5922,C_0912,Certificate of Deposit,112104.55,05-03-21,,Active
SA_5923,AC_5923,C_1284,Mortgages,55835.66,05-03-21,,Active
SA_5924,AC_5924,C_0187,Saving Account,42213.27,05-03-21,,Active
SA_5925,AC_5925,C_0603,Credit Card,54957.315,05-03-21,,Active
SA_5926,AC_5926,C_0946,Debit Card,68557.86,05-03-21,,Active
SA_5927,AC_5927,C_0895,Fixed Deposit,81068.1,06-03-21,,Active
SA_5928,AC_5928,C_1233,Credit Card,24265.54,06-03-21,,Active
SA_5929,AC_5929,C_0881,Mortgages,180249.94,06-03-21,12-08-22,Closed
SA_5930,AC_5930,C_0521,Debit Card,27124.28,06-03-21,,Active
SA_5931,AC_5931,C_1167,Hire Purchase,145524.36,06-03-21,,Active
SA_5932,AC_5932,C_1168,Credit Card,44155.19,06-03-21,,Active
SA_5933,AC_5933,C_1107,Fixed Deposit,8271.07,06-03-21,,Active
SA_5934,AC_5934,C_0388,Mortgages,83992.09,06-03-21,,Active
SA_5935,AC_5935,C_1121,Certificate of Deposit,24025.12,06-03-21,,Active
SA_5936,AC_5936,C_0766,Hire Purchase,36638.21,06-03-21,,Active
SA_5937,AC_5937,C_1323,Saving Account,30308.88,06-03-21,,Active
SA_5938,AC_5938,C_0515,Mortgages,33898.11,06-03-21,,Active
SA_5939,AC_5939,C_1322,Checking Account,40369.89,06-03-21,,Active
SA_5940,AC_5940,C_0365,Credit Card,44481.795,06-03-21,,Active
SA_5941,AC_5941,C_1370,Debit Card,62465.28,06-03-21,,Active
SA_5942,AC_5942,C_0475,Fixed Deposit,267436.635,06-03-21,,Active
SA_5943,AC_5943,C_0047,Debit Card,30227.5,07-03-21,,Active
SA_5944,AC_5944,C_0761,Debit Card,33161.08,07-03-21,,Active
SA_5945,AC_5945,C_1124,Saving Account,114115.93,07-03-21,,Active
SA_5946,AC_5946,C_1475,Checking Account,12210.94,07-03-21,,Active
SA_5947,AC_5947,C_0753,Certificate of Deposit,91674.56,07-03-21,,Active
SA_5948,AC_5948,C_0043,Mortgages,58391.45,07-03-21,,Active
SA_5949,AC_5949,C_1067,Certificate of Deposit,51991.07,07-03-21,,Active
SA_5950,AC_5950,C_0430,Certificate of Deposit,109113.78,07-03-21,,Active
SA_5951,AC_5951,C_0637,Saving Account,27528.4,08-03-21,,Active
SA_5952,AC_5952,C_0428,Saving Account,20738.67,08-03-21,,Active
SA_5953,AC_5953,C_0361,Mortgages,68256.88,08-03-21,30-03-22,Closed
SA_5954,AC_5954,C_0887,Checking Account,143049.72,08-03-21,,Active
SA_5955,AC_5955,C_0615,Mortgages,24729.58,08-03-21,20-08-22,Closed
SA_5956,AC_5956,C_0058,Checking Account,9209.02,08-03-21,,Active
SA_5957,AC_5957,C_1169,Certificate of Deposit,123207.17,08-03-21,,Active
SA_5958,AC_5958,C_0391,Certificate of Deposit,21924.56,08-03-21,,Active
SA_5959,AC_5959,C_1003,Hire Purchase,4909.99,08-03-21,,Active
SA_5960,AC_5960,C_1333,Checking Account,37670.59,08-03-21,,Active
SA_5961,AC_5961,C_0648,Checking Account,89727.27,08-03-21,,Active
SA_5962,AC_5962,C_0060,Mortgages,40769.29,08-03-21,,Active
SA_5963,AC_5963,C_0392,Certificate of Deposit,5760.795,08-03-21,,Active
SA_5964,AC_5964,C_1359,Mortgages,70326.15,08-03-21,,Active
SA_5965,AC_5965,C_0801,Mortgages,83289.795,08-03-21,,Active
SA_5966,AC_5966,C_1418,Fixed Deposit,114452.205,08-03-21,,Active
SA_5967,AC_5967,C_1149,Saving Account,38646.92,09-03-21,,Active
SA_5968,AC_5968,C_0176,Fixed Deposit,111036.92,09-03-21,,Active
SA_5969,AC_5969,C_0832,Fixed Deposit,65227.05,09-03-21,,Active
SA_5970,AC_5970,C_1170,Saving Account,3785.1,09-03-21,,Active
SA_5971,AC_5971,C_1101,Certificate of Deposit,41197.66,09-03-21,,Active
SA_5972,AC_5972,C_0872,Certificate of Deposit,9679.91,09-03-21,,Active
SA_5973,AC_5973,C_0873,Mortgages,94003.11,09-03-21,,Active
SA_5974,AC_5974,C_0936,Certificate of Deposit,51689.74,09-03-21,,Active
SA_5975,AC_5975,C_0410,Fixed Deposit,1075.695,09-03-21,,Active
SA_5976,AC_5976,C_0361,Mortgages,44986.065,09-03-21,,Active
SA_5977,AC_5977,C_0060,Saving Account,61153.935,09-03-21,,Active
SA_5978,AC_5978,C_1224,Saving Account,96287.82,09-03-21,,Active
SA_5979,AC_5979,C_0602,Fixed Deposit,96287.82,09-03-21,,Active
SA_5980,AC_5980,C_0976,Mortgages,99694.185,09-03-21,,Active
SA_5981,AC_5981,C_0699,Mortgages,49081.5,10-03-21,,Active
SA_5982,AC_5982,C_1110,Mortgages,38282.11,10-03-21,30-01-22,Closed
SA_5983,AC_5983,C_1171,Mortgages,9465.58,10-03-21,,Active
SA_5984,AC_5984,C_1172,Certificate of Deposit,58391.45,10-03-21,,Active
SA_5985,AC_5985,C_1173,Certificate of Deposit,2893.19,10-03-21,,Active
SA_5986,AC_5986,C_0609,Checking Account,31637.34,10-03-21,,Active
SA_5987,AC_5987,C_0250,Fixed Deposit,82967.97,10-03-21,,Active
SA_5988,AC_5988,C_0294,Mortgages,30189.87,10-03-21,,Active
SA_5989,AC_5989,C_0722,Mortgages,41525.595,10-03-21,,Active
SA_5990,AC_5990,C_0686,Fixed Deposit,132677.715,10-03-21,,Active
SA_5991,AC_5991,C_0828,Checking Account,13683.26,11-03-21,,Active
SA_5992,AC_5992,C_0534,Checking Account,51578.31,11-03-21,,Active
SA_5993,AC_5993,C_0955,Certificate of Deposit,19866.92,11-03-21,06-05-22,Closed
SA_5994,AC_5994,C_1174,Fixed Deposit,112104.55,11-03-21,,Active
SA_5995,AC_5995,C_1175,Checking Account,117946.3,11-03-21,,Active
SA_5996,AC_5996,C_1176,Mortgages,28395.48,11-03-21,,Active
SA_5997,AC_5997,C_0597,Checking Account,106947.88,11-03-21,,Active
SA_5998,AC_5998,C_1135,Hire Purchase,5234.01,11-03-21,,Active
SA_5999,AC_5999,C_1179,Hire Purchase,27784.27,11-03-21,,Active
SA_6000,AC_6000,C_0819,Certificate of Deposit,6845.33,11-03-21,,Active
SA_6001,AC_6001,C_0868,Fixed Deposit,49374.99,11-03-21,,Active
SA_6002,AC_6002,C_1441,Credit Card,45887.56,11-03-21,,Active
SA_6003,AC_6003,C_0563,Mortgages,28740.825,11-03-21,,Active
SA_6004,AC_6004,C_1493,Checking Account,37489.905,11-03-21,,Active
SA_6005,AC_6005,C_0875,Checking Account,75023.31,11-03-21,,Active
SA_6006,AC_6006,C_0426,Debit Card,40918.44,12-03-21,,Active
SA_6007,AC_6007,C_0283,Credit Card,12728.29,12-03-21,,Active
SA_6008,AC_6008,C_0619,Fixed Deposit,18922.18,12-03-21,,Active
SA_6009,AC_6009,C_0008,Saving Account,36680.17,12-03-21,,Active
SA_6010,AC_6010,C_1004,Checking Account,40886.21,12-03-21,,Active
SA_6011,AC_6011,C_0517,Saving Account,100835.19,12-03-21,,Active
SA_6012,AC_6012,C_0864,Hire Purchase,16080.85,12-03-21,11-10-22,Closed
SA_6013,AC_6013,C_1177,Checking Account,38096.55,12-03-21,,Active
SA_6014,AC_6014,C_1178,Checking Account,14273.21,12-03-21,,Active
SA_6015,AC_6015,C_0228,Checking Account,22932.94,12-03-21,,Active
SA_6016,AC_6016,C_0989,Mortgages,3801.69,12-03-21,,Active
SA_6017,AC_6017,C_1005,Credit Card,41631.93,12-03-21,,Active
SA_6018,AC_6018,C_1474,Hire Purchase,58160.61,12-03-21,,Active
SA_6019,AC_6019,C_1325,Checking Account,11504.49,13-03-21,,Active
SA_6020,AC_6020,C_1477,Credit Card,86652.4,13-03-21,,Active
SA_6021,AC_6021,C_0973,Mortgages,56801.98,13-03-21,08-05-22,Closed
SA_6022,AC_6022,C_1284,Certificate of Deposit,22295.82,13-03-21,08-11-22,Closed
SA_6023,AC_6023,C_0628,Saving Account,71121.04,13-03-21,,Active
SA_6024,AC_6024,C_0941,Fixed Deposit,69903.96,13-03-21,,Active
SA_6025,AC_6025,C_0557,Certificate of Deposit,42830.98,13-03-21,11-05-22,Closed
SA_6026,AC_6026,C_1179,Debit Card,68184.25,13-03-21,,Active
SA_6027,AC_6027,C_1180,Saving Account,104416.12,13-03-21,,Active
SA_6028,AC_6028,C_0032,Certificate of Deposit,20162.2,13-03-21,,Active
SA_6029,AC_6029,C_0920,Checking Account,131301.74,13-03-21,,Active
SA_6030,AC_6030,C_0324,Debit Card,10903.24,13-03-21,,Active
SA_6031,AC_6031,C_1121,Debit Card,36037.68,13-03-21,,Active
SA_6032,AC_6032,C_0585,Checking Account,55306.815,13-03-21,,Active
SA_6033,AC_6033,C_0979,Hire Purchase,136466.22,13-03-21,,Active
SA_6034,AC_6034,C_0155,Debit Card,11863.42,14-03-21,,Active
SA_6035,AC_6035,C_1054,Credit Card,5396.97,14-03-21,,Active
SA_6036,AC_6036,C_0875,Saving Account,164844.37,14-03-21,,Active
SA_6037,AC_6037,C_1181,Hire Purchase,77332.09,14-03-21,,Active
SA_6038,AC_6038,C_1182,Credit Card,131301.74,14-03-21,,Active
SA_6039,AC_6039,C_1183,Fixed Deposit,29733.42,14-03-21,,Active
SA_6040,AC_6040,C_1184,Certificate of Deposit,84927.42,14-03-21,,Active
SA_6041,AC_6041,C_0396,Checking Account,24384.59,14-03-21,,Active
SA_6042,AC_6042,C_0608,Credit Card,17538.34,14-03-21,,Active
SA_6043,AC_6043,C_0043,Fixed Deposit,30709.03,14-03-21,,Active
SA_6044,AC_6044,C_1223,Credit Card,2102.145,14-03-21,,Active
SA_6045,AC_6045,C_0086,Certificate of Deposit,113345.46,14-03-21,,Active
SA_6046,AC_6046,C_1317,Saving Account,28744.79,15-03-21,,Active
SA_6047,AC_6047,C_0268,Hire Purchase,32458.74,15-03-21,03-04-22,Closed
SA_6048,AC_6048,C_0440,Credit Card,32658.92,15-03-21,,Active
SA_6049,AC_6049,C_1185,Mortgages,163625.56,15-03-21,,Active
SA_6050,AC_6050,C_1186,Mortgages,32439.6,15-03-21,,Active
SA_6051,AC_6051,C_1187,Fixed Deposit,3471.22,15-03-21,,Active
SA_6052,AC_6052,C_1188,Mortgages,72266.38,15-03-21,,Active
SA_6053,AC_6053,C_1348,Hire Purchase,62026.18,15-03-21,,Active
SA_6054,AC_6054,C_0273,Credit Card,10704.25,15-03-21,,Active
SA_6055,AC_6055,C_1124,Checking Account,50757.555,15-03-21,,Active
SA_6056,AC_6056,C_0329,Fixed Deposit,71107.26,15-03-21,,Active
SA_6057,AC_6057,C_0838,Saving Account,132035.94,15-03-21,,Active
SA_6058,AC_6058,C_1285,Mortgages,72238.95,16-03-21,11-01-22,Closed
SA_6059,AC_6059,C_0347,Certificate of Deposit,44576.62,16-03-21,14-07-22,Closed
SA_6060,AC_6060,C_0458,Hire Purchase,34640.4,16-03-21,12-12-22,Closed
SA_6061,AC_6061,C_0594,Fixed Deposit,60590.72,16-03-21,,Active
SA_6062,AC_6062,C_0367,Saving Account,21736.04,16-03-21,,Active
SA_6063,AC_6063,C_1189,Checking Account,172363.52,16-03-21,,Active
SA_6064,AC_6064,C_1422,Hire Purchase,44752.01,16-03-21,,Active
SA_6065,AC_6065,C_0558,Debit Card,16842.71,16-03-21,,Active
SA_6066,AC_6066,C_1369,Certificate of Deposit,9071.71,16-03-21,,Active
SA_6067,AC_6067,C_0253,Hire Purchase,88416.84,16-03-21,,Active
SA_6068,AC_6068,C_0522,Debit Card,32591.02,16-03-21,,Active
SA_6069,AC_6069,C_1038,Fixed Deposit,6663.03,16-03-21,,Active
SA_6070,AC_6070,C_1448,Credit Card,71770.455,16-03-21,,Active
SA_6071,AC_6071,C_0182,Saving Account,129887.79,16-03-21,,Active
SA_6072,AC_6072,C_1461,Hire Purchase,160778.31,16-03-21,,Active
SA_6073,AC_6073,C_0897,Credit Card,66375.91,17-03-21,30-04-22,Closed
SA_6074,AC_6074,C_1478,Fixed Deposit,12638.78,17-03-21,,Active
SA_6075,AC_6075,C_0196,Hire Purchase,87203.66,17-03-21,18-11-22,Closed
SA_6076,AC_6076,C_1028,Debit Card,79398.91,17-03-21,,Active
SA_6077,AC_6077,C_1190,Hire Purchase,18894.19,17-03-21,,Active
SA_6078,AC_6078,C_1191,Hire Purchase,87960.01,17-03-21,,Active
SA_6079,AC_6079,C_1192,Checking Account,128488.01,17-03-21,,Active
SA_6080,AC_6080,C_1193,Checking Account,33042.13,17-03-21,,Active
SA_6081,AC_6081,C_0035,Mortgages,19378.62,17-03-21,,Active
SA_6082,AC_6082,C_0993,Fixed Deposit,116160.04,17-03-21,,Active
SA_6083,AC_6083,C_0620,Debit Card,15031.01,17-03-21,,Active
SA_6084,AC_6084,C_0741,Mortgages,3927.15,17-03-21,,Active
SA_6085,AC_6085,C_0982,Fixed Deposit,4198.905,17-03-21,,Active
SA_6086,AC_6086,C_0839,Debit Card,20121.33,17-03-21,,Active
SA_6087,AC_6087,C_0400,Hire Purchase,30115.185,17-03-21,,Active
SA_6088,AC_6088,C_0903,Debit Card,58229.175,17-03-21,,Active
SA_6089,AC_6089,C_0191,Credit Card,186532.38,17-03-21,,Active
SA_6090,AC_6090,C_0491,Fixed Deposit,252012.255,17-03-21,,Active
SA_6091,AC_6091,C_0006,Saving Account,116366.09,18-03-21,,Active
