Customer_Skey,Customer_ID,Branch_ID,Employee_ID,Age,Age_Level,Occupation,Income,Income_Level,Record_Created Datetime,Record_Modifed Datetime
SC_0599,C_0599,B_8,E_135,12,Youth,Student,33590,Low income,06-08-20,
SC_0600,C_0600,B_7,E_048,21,Adult,Student,158522,High income,07-08-20,
SC_0601,C_0601,B_8,E_106,9,Youth,Student,174806,High income,07-08-20,
SC_0602,C_0602,B_8,E_138,11,Youth,Student,32207,Low income,08-08-20,
SC_0603,C_0603,B_1,E_006,26,Adult,Student,43607,Low income,08-08-20,
SC_0604,C_0604,B_5,E_107,10,Youth,Student,168224,High income,08-08-20,
SC_0605,C_0605,B_1,E_139,15,Youth,Student,180318,High income,08-08-20,
SC_0606,C_0606,B_2,E_143,33,Middle Aged,Self-employed,311376,Highest tax brackets,08-08-20,
SC_0607,C_0607,B_4,E_103,11,Youth,Student,101562,Middle class,08-08-20,
SC_0608,C_0608,B_12,E_136,13,Youth,Student,26785,Low income,08-08-20,
SC_0609,C_0609,B_15,E_114,15,Youth,Student,86143,Middle class,08-08-20,
SC_0610,C_0610,B_5,E_014,51,Middle Aged,Employed,217304,Highest tax brackets,09-08-20,
SC_0611,C_0611,B_2,E_005,10,Youth,Student,41003,Low income,10-08-20,
SC_0612,C_0612,B_7,E_022,9,Youth,Student,29307,Low income,11-08-20,
SC_0613,C_0613,B_12,E_009,54,Middle Aged,Self-employed,39493,Low income,11-08-20,
SC_0614,C_0614,B_15,E_001,88,Senior,Retired,247425,Highest tax brackets,11-08-20,
SC_0615,C_0615,B_6,E_137,55,Middle Aged,Self-employed,128338,Middle class,12-08-20,
SC_0616,C_0616,B_11,E_105,90,Senior,Retired,189344,High income,12-08-20,
SC_0617,C_0617,B_5,E_031,10,Youth,Student,36615,Low income,14-08-20,
SC_0618,C_0618,B_11,E_126,18,Adult,Unemployed,163051,High income,14-08-20,
SC_0619,C_0619,B_9,E_072,33,Middle Aged,Self-employed,437200,Highest tax brackets,14-08-20,
SC_0620,C_0620,B_10,E_043,25,Adult,Employed,323798,Highest tax brackets,14-08-20,
SC_0621,C_0621,B_4,E_055,46,Middle Aged,Employed,182570,High income,15-08-20,
SC_0622,C_0622,B_7,E_097,8,Youth,Student,20031,Low income,15-08-20,
SC_0623,C_0623,B_2,E_117,18,Adult,Unemployed,48520,Middle class,15-08-20,
SC_0624,C_0624,B_15,E_070,60,Senior,Retired,130007,Middle class,15-08-20,
SC_0625,C_0625,B_6,E_021,64,Senior,Retired,166248,High income,16-08-20,
SC_0626,C_0626,B_11,E_062,11,Youth,Student,20355,Low income,16-08-20,
SC_0627,C_0627,B_13,E_111,90,Senior,Retired,192715,High income,16-08-20,
SC_0628,C_0628,B_2,E_117,25,Adult,Unemployed,291333,Highest tax brackets,16-08-20,
SC_0629,C_0629,B_14,E_030,31,Middle Aged,Self-employed,39140,Low income,18-08-20,
SC_0630,C_0630,B_13,E_149,21,Adult,Employed,266439,Highest tax brackets,18-08-20,
SC_0631,C_0631,B_7,E_048,21,Adult,Employed,126840,Middle class,18-08-20,
SC_0632,C_0632,B_11,E_120,54,Middle Aged,Self-employed,166419,High income,19-08-20,
SC_0633,C_0633,B_9,E_038,19,Adult,Student,28712,Low income,19-08-20,
SC_0634,C_0634,B_13,E_041,73,Senior,Employed,206827,Highest tax brackets,20-08-20,
SC_0635,C_0635,B_8,E_051,12,Youth,Student,173888,High income,21-08-20,
SC_0636,C_0636,B_14,E_095,27,Adult,Unemployed,253250,Highest tax brackets,22-08-20,
SC_0637,C_0637,B_6,E_054,17,Youth,Student,33723,Low income,22-08-20,
SC_0638,C_0638,B_7,E_015,10,Youth,Student,113445,Middle class,23-08-20,
SC_0639,C_0639,B_15,E_092,17,Youth,Student,20112,Low income,23-08-20,
SC_0640,C_0640,B_9,E_112,57,Middle Aged,Self-employed,403107,Highest tax brackets,23-08-20,
SC_0641,C_0641,B_8,E_128,22,Adult,Employed,179078,High income,24-08-20,
SC_0642,C_0642,B_15,E_070,21,Adult,Student,126402,Middle class,24-08-20,
SC_0643,C_0643,B_4,E_055,22,Adult,Unemployed,223892,Highest tax brackets,24-08-20,
SC_0644,C_0644,B_10,E_013,20,Adult,Student,191318,High income,24-08-20,
SC_0645,C_0645,B_5,E_024,14,Youth,Student,39470,Low income,25-08-20,
SC_0646,C_0646,B_4,E_094,20,Adult,Unemployed,119474,Middle class,25-08-20,
SC_0647,C_0647,B_3,E_075,31,Middle Aged,Self-employed,419984,Highest tax brackets,25-08-20,
SC_0648,C_0648,B_2,E_098,42,Middle Aged,Employed,164730,High income,26-08-20,
SC_0649,C_0649,B_7,E_015,40,Middle Aged,Employed,190678,High income,26-08-20,
SC_0650,C_0650,B_11,E_126,54,Middle Aged,Employed,197897,High income,27-08-20,
SC_0651,C_0651,B_14,E_069,21,Adult,Student,28667,Low income,27-08-20,
SC_0652,C_0652,B_14,E_095,88,Senior,Employed,191986,High income,27-08-20,
SC_0653,C_0653,B_2,E_143,19,Adult,Employed,90525,Middle class,27-08-20,
SC_0654,C_0654,B_13,E_041,52,Middle Aged,Employed,56150,Middle class,27-08-20,
SC_0655,C_0655,B_5,E_014,58,Middle Aged,Self-employed,248327,Highest tax brackets,27-08-20,
SC_0656,C_0656,B_10,E_013,44,Middle Aged,Employed,90860,Middle class,28-08-20,
SC_0657,C_0657,B_9,E_082,33,Middle Aged,Self-employed,104858,Middle class,28-08-20,
SC_0658,C_0658,B_4,E_103,38,Middle Aged,Employed,228686,Highest tax brackets,29-08-20,
SC_0659,C_0659,B_8,E_053,15,Youth,Student,196707,High income,29-08-20,
SC_0660,C_0660,B_12,E_009,47,Middle Aged,Employed,29430,Low income,30-08-20,
SC_0661,C_0661,B_7,E_130,14,Youth,Student,54038,Middle class,30-08-20,
SC_0662,C_0662,B_10,E_124,21,Adult,Unemployed,281025,Highest tax brackets,30-08-20,
SC_0663,C_0663,B_4,E_127,14,Youth,Student,25883,Low income,31-08-20,
SC_0664,C_0664,B_10,E_071,10,Youth,Student,131220,Middle class,31-08-20,
SC_0665,C_0665,B_1,E_139,44,Middle Aged,Self-employed,190454,High income,31-08-20,
SC_0666,C_0666,B_11,E_120,9,Youth,Student,31597,Low income,31-08-20,
SC_0667,C_0667,B_5,E_108,51,Middle Aged,Self-employed,265097,Highest tax brackets,31-08-20,
SC_0668,C_0668,B_6,E_140,41,Middle Aged,Self-employed,185057,High income,31-08-20,
SC_0669,C_0669,B_10,E_089,91,Senior,Retired,169557,High income,31-08-20,
SC_0670,C_0670,B_14,E_095,37,Middle Aged,Employed,333636,Highest tax brackets,01-09-20,
SC_0671,C_0671,B_10,E_109,59,Middle Aged,Employed,181652,High income,01-09-20,
SC_0672,C_0672,B_15,E_114,37,Middle Aged,Employed,34307,Low income,02-09-20,
SC_0673,C_0673,B_3,E_044,47,Middle Aged,Employed,198813,High income,02-09-20,
SC_0674,C_0674,B_10,E_079,34,Middle Aged,Self-employed,240030,Highest tax brackets,02-09-20,
SC_0675,C_0675,B_15,E_114,33,Middle Aged,Employed,226089,Highest tax brackets,02-09-20,
SC_0676,C_0676,B_12,E_131,9,Youth,Student,190941,High income,02-09-20,
SC_0677,C_0677,B_12,E_025,40,Middle Aged,Employed,160261,High income,02-09-20,
SC_0678,C_0678,B_5,E_061,31,Middle Aged,Self-employed,208458,Highest tax brackets,03-09-20,
SC_0679,C_0679,B_13,E_110,18,Adult,Employed,112761,Middle class,03-09-20,
SC_0680,C_0680,B_11,E_059,15,Youth,Student,67716,Middle class,03-09-20,
SC_0681,C_0681,B_1,E_100,27,Adult,Employed,121076,Middle class,05-09-20,
SC_0682,C_0682,B_15,E_035,14,Youth,Student,182556,High income,05-09-20,
SC_0683,C_0683,B_9,E_086,48,Middle Aged,Self-employed,231348,Highest tax brackets,05-09-20,
SC_0684,C_0684,B_10,E_089,24,Adult,Student,55395,Middle class,06-09-20,
SC_0685,C_0685,B_1,E_042,24,Adult,Employed,344073,Highest tax brackets,06-09-20,
SC_0686,C_0686,B_1,E_115,48,Middle Aged,Self-employed,318912,Highest tax brackets,06-09-20,
SC_0687,C_0687,B_2,E_049,32,Middle Aged,Employed,237546,Highest tax brackets,07-09-20,
SC_0688,C_0688,B_13,E_041,78,Senior,Retired,346341,Highest tax brackets,07-09-20,
SC_0689,C_0689,B_14,E_102,27,Adult,Employed,305090,Highest tax brackets,08-09-20,
SC_0690,C_0690,B_5,E_002,18,Adult,Employed,198478,High income,08-09-20,
SC_0691,C_0691,B_9,E_072,77,Senior,Employed,321435,Highest tax brackets,08-09-20,
SC_0692,C_0692,B_15,E_114,29,Adult,Employed,259716,Highest tax brackets,08-09-20,
SC_0693,C_0693,B_8,E_090,40,Middle Aged,Employed,191547,High income,08-09-20,
SC_0694,C_0694,B_5,E_121,20,Adult,Student,171482,High income,09-09-20,
SC_0695,C_0695,B_15,E_091,21,Adult,Student,22592,Low income,09-09-20,
SC_0696,C_0696,B_1,E_123,73,Senior,Retired,256504,Highest tax brackets,10-09-20,
SC_0697,C_0697,B_12,E_131,10,Youth,Student,168526,High income,11-09-20,
SC_0698,C_0698,B_4,E_085,16,Youth,Employed,44489,Low income,11-09-20,
SC_0699,C_0699,B_15,E_114,55,Middle Aged,Self-employed,159449,High income,11-09-20,
SC_0700,C_0700,B_14,E_095,15,Youth,Student,38754,Low income,12-09-20,
SC_0701,C_0701,B_15,E_037,43,Middle Aged,Employed,314819,Highest tax brackets,12-09-20,
SC_0702,C_0702,B_2,E_117,48,Middle Aged,Employed,34722,Low income,12-09-20,
SC_0703,C_0703,B_3,E_063,27,Adult,Student,125831,Middle class,13-09-20,
SC_0704,C_0704,B_14,E_142,55,Middle Aged,Self-employed,239805,Highest tax brackets,13-09-20,
SC_0705,C_0705,B_4,E_055,12,Youth,Student,26466,Low income,13-09-20,
SC_0706,C_0706,B_14,E_102,26,Adult,Student,29412,Low income,15-09-20,
SC_0707,C_0707,B_6,E_047,73,Senior,Self-employed,83912,Middle class,15-09-20,
SC_0708,C_0708,B_3,E_074,35,Middle Aged,Employed,241626,Highest tax brackets,15-09-20,
SC_0709,C_0709,B_5,E_116,25,Adult,Employed,137815,Middle class,16-09-20,
SC_0710,C_0710,B_12,E_016,23,Adult,Unemployed,153891,High income,17-09-20,
SC_0711,C_0711,B_5,E_116,77,Senior,Self-employed,83774,Middle class,17-09-20,
SC_0712,C_0712,B_1,E_003,74,Senior,Retired,199067,High income,17-09-20,
SC_0713,C_0713,B_12,E_036,20,Adult,Employed,57233,Middle class,17-09-20,
SC_0714,C_0714,B_1,E_003,53,Middle Aged,Employed,211517,Highest tax brackets,17-09-20,
SC_0715,C_0715,B_11,E_084,15,Youth,Student,132879,Middle class,17-09-20,
SC_0716,C_0716,B_1,E_133,55,Middle Aged,Self-employed,72776,Middle class,18-09-20,
SC_0717,C_0717,B_14,E_102,19,Adult,Unemployed,54318,Middle class,18-09-20,
SC_0718,C_0718,B_4,E_039,16,Youth,Student,143582,Upper middle class,19-09-20,
SC_0719,C_0719,B_13,E_111,53,Middle Aged,Self-employed,174564,High income,19-09-20,
SC_0720,C_0720,B_12,E_036,17,Youth,Student,179579,High income,20-09-20,
SC_0721,C_0721,B_13,E_068,11,Youth,Student,187618,High income,20-09-20,
SC_0722,C_0722,B_13,E_041,18,Adult,Student,186819,High income,21-09-20,
SC_0723,C_0723,B_14,E_095,19,Adult,Employed,60087,Middle class,21-09-20,
SC_0724,C_0724,B_9,E_118,51,Middle Aged,Self-employed,28987,Low income,21-09-20,
SC_0725,C_0725,B_4,E_103,26,Adult,Unemployed,187355,High income,22-09-20,
SC_0726,C_0726,B_2,E_117,19,Adult,Unemployed,218555,Highest tax brackets,22-09-20,
SC_0727,C_0727,B_15,E_019,12,Youth,Student,94214,Middle class,23-09-20,
SC_0728,C_0728,B_4,E_103,26,Adult,Employed,204729,Highest tax brackets,24-09-20,
SC_0729,C_0729,B_10,E_145,34,Middle Aged,Employed,281668,Highest tax brackets,25-09-20,
SC_0730,C_0730,B_6,E_054,27,Adult,Employed,236696,Highest tax brackets,25-09-20,
SC_0731,C_0731,B_11,E_059,12,Youth,Student,179747,High income,25-09-20,
SC_0732,C_0732,B_3,E_044,54,Middle Aged,Self-employed,187322,High income,26-09-20,
SC_0733,C_0733,B_7,E_067,46,Middle Aged,Self-employed,116975,Middle class,26-09-20,
SC_0734,C_0734,B_3,E_034,34,Middle Aged,Self-employed,205950,Highest tax brackets,27-09-20,
SC_0735,C_0735,B_10,E_079,19,Adult,Student,190968,High income,27-09-20,
SC_0736,C_0736,B_3,E_028,48,Middle Aged,Self-employed,160458,High income,27-09-20,
SC_0737,C_0737,B_8,E_078,16,Youth,Student,190911,High income,27-09-20,
SC_0738,C_0738,B_5,E_002,31,Middle Aged,Employed,85382,Middle class,27-09-20,
SC_0739,C_0739,B_13,E_149,68,Senior,Employed,129793,Middle class,28-09-20,
SC_0740,C_0740,B_6,E_033,66,Senior,Employed,270181,Highest tax brackets,28-09-20,
SC_0741,C_0741,B_5,E_121,26,Adult,Unemployed,243723,Highest tax brackets,28-09-20,
SC_0742,C_0742,B_8,E_106,38,Middle Aged,Self-employed,168113,High income,28-09-20,
SC_0743,C_0743,B_4,E_094,51,Middle Aged,Employed,652784,Highest tax brackets,29-09-20,
SC_0744,C_0744,B_12,E_136,12,Youth,Student,31598,Low income,29-09-20,
SC_0745,C_0745,B_15,E_092,15,Youth,Student,31131,Low income,29-09-20,
SC_0746,C_0746,B_14,E_052,53,Middle Aged,Employed,111336,Middle class,29-09-20,
SC_0747,C_0747,B_14,E_142,11,Youth,Student,100252,Middle class,30-09-20,
SC_0748,C_0748,B_12,E_057,27,Adult,Unemployed,186990,High income,30-09-20,
SC_0749,C_0749,B_15,E_064,18,Adult,Employed,241633,Highest tax brackets,30-09-20,
SC_0750,C_0750,B_12,E_016,30,Middle Aged,Self-employed,252616,Highest tax brackets,01-10-20,
SC_0751,C_0751,B_9,E_112,27,Adult,Unemployed,46366,Middle class,02-10-20,
SC_0752,C_0752,B_9,E_072,16,Youth,Student,26613,Low income,02-10-20,
SC_0753,C_0753,B_11,E_062,46,Middle Aged,Employed,32732,Low income,03-10-20,
SC_0754,C_0754,B_7,E_097,17,Youth,Student,36197,Low income,03-10-20,
SC_0755,C_0755,B_8,E_083,47,Middle Aged,Self-employed,77661,Middle class,04-10-20,
SC_0756,C_0756,B_8,E_078,39,Middle Aged,Self-employed,60087,Middle class,04-10-20,
SC_0757,C_0757,B_15,E_113,12,Youth,Student,197550,High income,04-10-20,
SC_0758,C_0758,B_13,E_149,21,Adult,Student,170701,High income,05-10-20,
SC_0759,C_0759,B_12,E_150,19,Adult,Student,159822,High income,05-10-20,
SC_0760,C_0760,B_11,E_120,48,Middle Aged,Self-employed,211494,Highest tax brackets,05-10-20,
SC_0761,C_0761,B_8,E_128,8,Youth,Student,34089,Low income,05-10-20,
SC_0762,C_0762,B_7,E_058,51,Middle Aged,Self-employed,224752,Highest tax brackets,06-10-20,
SC_0763,C_0763,B_12,E_016,32,Middle Aged,Self-employed,102568,Middle class,06-10-20,
SC_0764,C_0764,B_5,E_108,20,Adult,Unemployed,220690,Highest tax brackets,06-10-20,
SC_0765,C_0765,B_1,E_133,13,Youth,Student,30317,Low income,07-10-20,
SC_0766,C_0766,B_5,E_002,40,Middle Aged,Employed,143331,Upper middle class,07-10-20,
SC_0767,C_0767,B_13,E_081,12,Youth,Student,192162,High income,07-10-20,
SC_0768,C_0768,B_6,E_140,27,Adult,Unemployed,201635,Highest tax brackets,07-10-20,
SC_0769,C_0769,B_6,E_137,44,Middle Aged,Employed,55263,Middle class,07-10-20,
SC_0770,C_0770,B_10,E_013,27,Adult,Unemployed,133728,Middle class,08-10-20,
SC_0771,C_0771,B_7,E_130,24,Adult,Employed,347025,Highest tax brackets,08-10-20,
SC_0772,C_0772,B_10,E_125,36,Middle Aged,Employed,110998,Middle class,08-10-20,
SC_0773,C_0773,B_14,E_095,44,Middle Aged,Self-employed,122347,Middle class,09-10-20,
SC_0774,C_0774,B_2,E_117,9,Youth,Student,127875,Middle class,09-10-20,
SC_0775,C_0775,B_5,E_121,41,Middle Aged,Employed,167534,High income,10-10-20,
SC_0776,C_0776,B_3,E_044,59,Middle Aged,Self-employed,152560,High income,10-10-20,
SC_0777,C_0777,B_7,E_130,52,Middle Aged,Self-employed,265144,Highest tax brackets,10-10-20,
SC_0778,C_0778,B_9,E_118,15,Youth,Student,30267,Low income,10-10-20,
SC_0779,C_0779,B_4,E_039,16,Youth,Student,29076,Low income,10-10-20,
SC_0780,C_0780,B_10,E_104,59,Middle Aged,Self-employed,86837,Middle class,10-10-20,
SC_0781,C_0781,B_13,E_110,95,Senior,Employed,147118,Upper middle class,11-10-20,
SC_0782,C_0782,B_9,E_086,20,Adult,Employed,103575,Middle class,11-10-20,
SC_0783,C_0783,B_11,E_032,23,Adult,Employed,169469,High income,11-10-20,
SC_0784,C_0784,B_4,E_055,29,Adult,Student,189334,High income,12-10-20,
SC_0785,C_0785,B_5,E_024,39,Middle Aged,Self-employed,139571,Middle class,12-10-20,
SC_0786,C_0786,B_4,E_039,59,Middle Aged,Employed,111545,Middle class,13-10-20,
SC_0787,C_0787,B_7,E_015,56,Middle Aged,Employed,72776,Middle class,13-10-20,
SC_0788,C_0788,B_11,E_007,39,Middle Aged,Self-employed,307973,Highest tax brackets,13-10-20,
SC_0789,C_0789,B_11,E_032,44,Middle Aged,Self-employed,211666,Highest tax brackets,14-10-20,
SC_0790,C_0790,B_1,E_123,15,Youth,Student,143766,Upper middle class,14-10-20,
SC_0791,C_0791,B_1,E_101,15,Youth,Student,112812,Middle class,15-10-20,
SC_0792,C_0792,B_3,E_144,18,Adult,Unemployed,43290,Low income,15-10-20,
SC_0793,C_0793,B_11,E_059,11,Youth,Student,111385,Middle class,15-10-20,
SC_0794,C_0794,B_9,E_148,13,Youth,Student,145744,Upper middle class,15-10-20,
SC_0795,C_0795,B_3,E_028,13,Youth,Student,126754,Middle class,16-10-20,
SC_0796,C_0796,B_11,E_099,27,Adult,Unemployed,54260,Middle class,16-10-20,
SC_0797,C_0797,B_15,E_113,77,Senior,Employed,34895,Low income,16-10-20,
SC_0798,C_0798,B_4,E_085,50,Middle Aged,Employed,166740,High income,16-10-20,
SC_0799,C_0799,B_6,E_021,12,Youth,Student,143062,Upper middle class,17-10-20,
SC_0800,C_0800,B_10,E_071,13,Youth,Student,191957,High income,18-10-20,
SC_0801,C_0801,B_6,E_021,17,Youth,Student,109456,Middle class,18-10-20,
SC_0802,C_0802,B_10,E_079,24,Adult,Student,198183,High income,18-10-20,
SC_0803,C_0803,B_8,E_135,21,Adult,Student,157449,High income,18-10-20,
SC_0804,C_0804,B_13,E_026,22,Adult,Unemployed,53874,Middle class,19-10-20,
SC_0805,C_0805,B_10,E_089,58,Middle Aged,Employed,191754,High income,19-10-20,
SC_0806,C_0806,B_4,E_080,38,Middle Aged,Self-employed,320071,Highest tax brackets,19-10-20,
SC_0807,C_0807,B_1,E_147,17,Youth,Student,164574,High income,20-10-20,
SC_0808,C_0808,B_8,E_106,38,Middle Aged,Self-employed,185870,High income,20-10-20,
SC_0809,C_0809,B_8,E_053,29,Adult,Employed,165745,High income,20-10-20,
SC_0810,C_0810,B_4,E_094,27,Adult,Employed,40323,Low income,20-10-20,
SC_0811,C_0811,B_9,E_082,11,Youth,Student,199378,High income,20-10-20,
SC_0812,C_0812,B_13,E_110,59,Middle Aged,Self-employed,289889,Highest tax brackets,21-10-20,
SC_0813,C_0813,B_2,E_117,27,Adult,Employed,152200,High income,22-10-20,
SC_0814,C_0814,B_8,E_128,39,Middle Aged,Employed,198231,High income,22-10-20,
SC_0815,C_0815,B_5,E_024,52,Middle Aged,Self-employed,28865,Low income,23-10-20,
SC_0816,C_0816,B_11,E_084,45,Middle Aged,Employed,26915,Low income,23-10-20,
SC_0817,C_0817,B_6,E_033,39,Middle Aged,Self-employed,108926,Middle class,23-10-20,
SC_0818,C_0818,B_1,E_122,24,Adult,Unemployed,204034,Highest tax brackets,24-10-20,
SC_0819,C_0819,B_8,E_051,42,Middle Aged,Employed,243368,Highest tax brackets,24-10-20,
SC_0820,C_0820,B_11,E_059,37,Middle Aged,Self-employed,191088,High income,24-10-20,
SC_0821,C_0821,B_8,E_083,22,Adult,Unemployed,194515,High income,24-10-20,
SC_0822,C_0822,B_3,E_034,18,Adult,Unemployed,28984,Low income,25-10-20,
SC_0823,C_0823,B_6,E_021,10,Youth,Student,125892,Middle class,26-10-20,
SC_0824,C_0824,B_8,E_093,8,Youth,Student,37932,Low income,26-10-20,
SC_0825,C_0825,B_14,E_102,20,Adult,Unemployed,249751,Highest tax brackets,26-10-20,
SC_0826,C_0826,B_2,E_005,40,Middle Aged,Employed,191948,High income,27-10-20,
SC_0827,C_0827,B_2,E_098,17,Youth,Student,97306,Middle class,27-10-20,
SC_0828,C_0828,B_5,E_002,31,Middle Aged,Self-employed,176178,High income,27-10-20,
SC_0829,C_0829,B_5,E_031,58,Middle Aged,Self-employed,142764,Upper middle class,28-10-20,
SC_0830,C_0830,B_15,E_092,61,Senior,Employed,148431,Upper middle class,28-10-20,
SC_0831,C_0831,B_13,E_149,32,Middle Aged,Employed,148380,Upper middle class,28-10-20,
SC_0832,C_0832,B_7,E_022,27,Adult,Employed,314890,Highest tax brackets,29-10-20,
SC_0833,C_0833,B_11,E_040,15,Youth,Student,33493,Low income,29-10-20,
SC_0834,C_0834,B_8,E_053,32,Middle Aged,Employed,327435,Highest tax brackets,30-10-20,
SC_0835,C_0835,B_8,E_128,34,Middle Aged,Employed,275967,Highest tax brackets,30-10-20,
SC_0836,C_0836,B_2,E_143,46,Middle Aged,Self-employed,176520,High income,31-10-20,
SC_0837,C_0837,B_9,E_148,24,Adult,Unemployed,186463,High income,01-11-20,
SC_0838,C_0838,B_15,E_091,19,Adult,Unemployed,50380,Middle class,01-11-20,
SC_0839,C_0839,B_5,E_031,12,Youth,Student,32398,Low income,01-11-20,
SC_0840,C_0840,B_15,E_092,28,Adult,Unemployed,192445,High income,01-11-20,
SC_0841,C_0841,B_5,E_107,83,Senior,Retired,142851,Upper middle class,02-11-20,
SC_0842,C_0842,B_4,E_094,13,Youth,Student,42750,Low income,02-11-20,
SC_0843,C_0843,B_10,E_089,22,Adult,Employed,199011,High income,03-11-20,
SC_0844,C_0844,B_10,E_125,36,Middle Aged,Employed,98644,Middle class,03-11-20,
SC_0845,C_0845,B_8,E_066,51,Middle Aged,Self-employed,173963,High income,03-11-20,
SC_0846,C_0846,B_5,E_014,23,Adult,Employed,284763,Highest tax brackets,03-11-20,
SC_0847,C_0847,B_6,E_076,49,Middle Aged,Employed,108775,Middle class,03-11-20,
SC_0848,C_0848,B_13,E_111,30,Middle Aged,Self-employed,233312,Highest tax brackets,05-11-20,
SC_0849,C_0849,B_6,E_033,31,Middle Aged,Retired,197826,High income,05-11-20,
SC_0850,C_0850,B_9,E_072,16,Youth,Student,123007,Middle class,05-11-20,
SC_0851,C_0851,B_6,E_065,18,Adult,Employed,264012,Highest tax brackets,05-11-20,
SC_0852,C_0852,B_8,E_090,10,Youth,Student,21424,Low income,07-11-20,
SC_0853,C_0853,B_10,E_012,23,Adult,Employed,200121,Highest tax brackets,07-11-20,
SC_0854,C_0854,B_6,E_033,30,Middle Aged,Employed,138069,Middle class,07-11-20,
SC_0855,C_0855,B_3,E_074,37,Middle Aged,Retired,33551,Low income,07-11-20,
SC_0856,C_0856,B_4,E_127,17,Youth,Student,89083,Middle class,07-11-20,
SC_0857,C_0857,B_5,E_108,31,Middle Aged,Employed,369438,Highest tax brackets,08-11-20,
SC_0858,C_0858,B_13,E_110,54,Middle Aged,Self-employed,93997,Middle class,08-11-20,
SC_0859,C_0859,B_15,E_091,50,Middle Aged,Employed,169699,High income,08-11-20,
SC_0860,C_0860,B_2,E_098,26,Adult,Unemployed,115429,Middle class,08-11-20,
SC_0861,C_0861,B_3,E_027,27,Adult,Employed,96652,Middle class,08-11-20,
SC_0862,C_0862,B_9,E_086,18,Adult,Unemployed,103759,Middle class,09-11-20,
SC_0863,C_0863,B_1,E_147,63,Senior,Self-employed,54422,Middle class,09-11-20,
SC_0864,C_0864,B_1,E_060,23,Adult,Employed,107215,Middle class,09-11-20,
SC_0865,C_0865,B_12,E_036,57,Middle Aged,Retired,194630,High income,10-11-20,
SC_0866,C_0866,B_15,E_064,25,Adult,Student,102142,Middle class,10-11-20,
SC_0867,C_0867,B_3,E_096,55,Middle Aged,Employed,134638,Middle class,10-11-20,
SC_0868,C_0868,B_1,E_003,18,Adult,Student,46920,Middle class,10-11-20,
SC_0869,C_0869,B_10,E_125,19,Adult,Student,20797,Low income,10-11-20,
SC_0870,C_0870,B_9,E_112,42,Middle Aged,Employed,208946,Highest tax brackets,11-11-20,
SC_0871,C_0871,B_5,E_002,24,Adult,Unemployed,252431,Highest tax brackets,11-11-20,
SC_0872,C_0872,B_10,E_109,27,Adult,Employed,251730,Highest tax brackets,11-11-20,
SC_0873,C_0873,B_3,E_028,57,Middle Aged,Retired,301251,Highest tax brackets,12-11-20,
SC_0874,C_0874,B_15,E_070,29,Adult,Unemployed,137632,Middle class,12-11-20,
SC_0875,C_0875,B_15,E_092,42,Middle Aged,Employed,197274,High income,13-11-20,
SC_0876,C_0876,B_4,E_055,9,Youth,Student,106043,Middle class,13-11-20,
SC_0877,C_0877,B_8,E_093,20,Adult,Employed,195636,High income,13-11-20,
SC_0878,C_0878,B_5,E_108,89,Senior,Retired,237956,Highest tax brackets,13-11-20,
SC_0879,C_0879,B_15,E_088,38,Middle Aged,Employed,31532,Low income,14-11-20,
SC_0880,C_0880,B_10,E_124,39,Middle Aged,Retired,276157,Highest tax brackets,14-11-20,
SC_0881,C_0881,B_1,E_139,31,Middle Aged,Self-employed,207668,Highest tax brackets,14-11-20,
SC_0882,C_0882,B_4,E_080,9,Youth,Student,142921,Upper middle class,14-11-20,
SC_0883,C_0883,B_1,E_123,69,Senior,Retired,217039,Highest tax brackets,15-11-20,
SC_0884,C_0884,B_12,E_057,8,Youth,Student,25916,Low income,15-11-20,
SC_0885,C_0885,B_7,E_022,15,Youth,Student,40917,Low income,16-11-20,
SC_0886,C_0886,B_12,E_141,54,Middle Aged,Employed,73161,Middle class,16-11-20,
SC_0887,C_0887,B_8,E_135,35,Middle Aged,Self-employed,241431,Highest tax brackets,18-11-20,
SC_0888,C_0888,B_8,E_093,61,Senior,Retired,151764,High income,18-11-20,
SC_0889,C_0889,B_10,E_012,50,Middle Aged,Employed,131726,Middle class,18-11-20,
SC_0890,C_0890,B_4,E_103,17,Youth,Student,33429,Low income,18-11-20,
SC_0891,C_0891,B_2,E_143,49,Middle Aged,Employed,67243,Middle class,19-11-20,
SC_0892,C_0892,B_13,E_068,36,Middle Aged,Employed,370261,Highest tax brackets,19-11-20,
SC_0893,C_0893,B_11,E_004,23,Adult,Employed,573446,Highest tax brackets,19-11-20,
SC_0894,C_0894,B_14,E_030,19,Adult,Employed,189775,High income,20-11-20,
SC_0895,C_0895,B_5,E_002,43,Middle Aged,Self-employed,312206,Highest tax brackets,21-11-20,
SC_0896,C_0896,B_8,E_066,41,Middle Aged,Self-employed,86939,Middle class,21-11-20,
SC_0897,C_0897,B_12,E_036,24,Adult,Student,22175,Low income,21-11-20,
SC_0898,C_0898,B_8,E_078,38,Middle Aged,Retired,213140,Highest tax brackets,21-11-20,
SC_0899,C_0899,B_5,E_031,36,Middle Aged,Employed,308673,Highest tax brackets,22-11-20,
SC_0900,C_0900,B_2,E_143,23,Adult,Employed,149069,Upper middle class,22-11-20,
SC_0901,C_0901,B_3,E_034,22,Adult,Unemployed,69345,Middle class,22-11-20,
